Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,20126667.08,0.03,20126667.08,233963,86.03,United States,NASDAQ,USD,1,USD,-
CEVA,CEVA INC,Information Technology,Equity,20113876.38,0.03,20113876.38,621374,32.37,United States,NASDAQ,USD,1,USD,-
UDMY,UDEMY INC,Consumer Discretionary,Equity,20107862.32,0.03,20107862.32,2494772,8.06,United States,NASDAQ,USD,1,USD,-
DEC,DIVERSIFIED ENERGY COMPANY PLC,Energy,Equity,19962058.23,0.03,19962058.23,1253111,15.93,United Kingdom,New York Stock Exchange Inc.,USD,1,USD,-
CAC,CAMDEN NATIONAL CORP,Financials,Equity,19952312.67,0.03,19952312.67,465849,42.83,United States,NASDAQ,USD,1,USD,-
MNRO,MONRO INC,Consumer Discretionary,Equity,19896715.08,0.03,19896715.08,803583,24.76,United States,NASDAQ,USD,1,USD,-
ASIX,ADVANSIX INC,Materials,Equity,19847590.4,0.03,19847590.4,704815,28.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,Equity,19822199.07,0.03,19822199.07,3151383,6.29,United States,NASDAQ,USD,1,USD,-
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,19790487.78,0.03,19790487.78,1750596,11.31,United States,NASDAQ,USD,1,USD,-
PRA,PROASSURANCE CORP,Financials,Equity,19783262.34,0.03,19783262.34,1263299,15.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSTM,HEALTHSTREAM INC,Health Care,Equity,19767867.5,0.03,19767867.5,622610,31.75,United States,NASDAQ,USD,1,USD,-
STKL,SUNOPTA INC,Consumer Staples,Equity,19704348.84,0.03,19704348.84,2522964,7.81,Canada,NASDAQ,USD,1,USD,-
LQDA,LIQUIDIA CORP,Health Care,Equity,19689340.06,0.03,19689340.06,1701758,11.57,United States,NASDAQ,USD,1,USD,-
SITC,SITE CENTERS CORP,Real Estate,Equity,19632674.73,0.03,19632674.73,1307973,15.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,19537706.17,0.03,19537706.17,533963,36.59,United States,NASDAQ,USD,1,USD,-
IDT,IDT CORP CLASS B,Communication,Equity,19473911.07,0.03,19473911.07,406299,47.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
OSPN,ONESPAN INC,Information Technology,Equity,19457713.86,0.03,19457713.86,1036087,18.78,United States,NASDAQ,USD,1,USD,-
FIP,FTAI INFRASTRUCTURE INC,Industrials,Equity,19436479.02,0.03,19436479.02,2733682,7.11,United States,NASDAQ,USD,1,USD,-
GCI,GANNETT CO INC,Communication,Equity,19419480.12,0.03,19419480.12,3899494,4.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLR,MILLER INDUSTRIES INC,Industrials,Equity,19368294.3,0.03,19368294.3,294799,65.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,19345464.36,0.03,19345464.36,2499414,7.74,United States,NASDAQ,USD,1,USD,-
EGBN,EAGLE BANCORP INC,Financials,Equity,19310847.08,0.03,19310847.08,742154,26.02,United States,NASDAQ,USD,1,USD,-
AXGN,AXOGEN INC,Health Care,Equity,19316187.1,0.03,19316187.1,1159435,16.66,United States,NASDAQ,USD,1,USD,-
AVNS,AVANOS MEDICAL INC,Health Care,Equity,19270379.92,0.03,19270379.92,1210451,15.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
INDI,INDIE SEMICONDUCTOR INC CLASS A,Information Technology,Equity,19122005.28,0.03,19122005.28,4405992,4.34,United States,NASDAQ,USD,1,USD,-
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,Equity,19099605.78,0.03,19099605.78,2817051,6.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
PTVE,PACTIV EVERGREEN INC,Materials,Equity,19084041.6,0.03,19084041.6,1096784,17.4,United States,NASDAQ,USD,1,USD,-
JELD,JELD WEN HOLDING INC,Industrials,Equity,18887441.61,0.03,18887441.61,2300541,8.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,Equity,18873249,0.03,18873249,442100,42.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSTL,CASTLE BIOSCIENCES INC,Health Care,Equity,18798144.37,0.03,18798144.37,700639,26.83,United States,NASDAQ,USD,1,USD,-
NBN,NORTHEAST BANK,Financials,Equity,18786255.45,0.03,18786255.45,206329,91.05,United States,NASDAQ,USD,1,USD,-
AMAL,AMALGAMATED FINANCIAL,Financials,Equity,18775329.72,0.03,18775329.72,556801,33.72,United States,NASDAQ,USD,1,USD,-
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,Equity,18767872.44,0.03,18767872.44,265533,70.68,United States,NASDAQ,USD,1,USD,-
MCW,MISTER CAR WASH INC,Consumer Discretionary,Equity,18677477.71,0.03,18677477.71,2548087,7.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
WSR,WHITESTONE REIT,Real Estate,Equity,18673060.38,0.03,18673060.38,1332838,14.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLNK,MERIDIANLINK INC,Information Technology,Equity,18641076.12,0.03,18641076.12,886404,21.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Equity,18539358.84,0.03,18539358.84,2395266,7.74,United States,NASDAQ,USD,1,USD,-
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,18541250.96,0.03,18541250.96,3164036,5.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCBS,METROCITY BANKSHARES INC,Financials,Equity,18532737,0.03,18532737,578425,32.04,United States,NASDAQ,USD,1,USD,-
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate,Equity,18512105.76,0.03,18512105.76,1044112,17.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,Equity,18487800.09,0.03,18487800.09,1595151,11.59,Brazil,NASDAQ,USD,1,USD,-
BFST,BUSINESS FIRST BANCSHARES INC,Financials,Equity,18408462.84,0.03,18408462.84,716004,25.71,United States,NASDAQ,USD,1,USD,-
MBIN,MERCHANTS BANCORP,Financials,Equity,18400359.26,0.03,18400359.26,506339,36.34,United States,NASDAQ,USD,1,USD,-
HLF,HERBALIFE LTD,Consumer Staples,Equity,18350891.3,0.03,18350891.3,2738939,6.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLAB,MESA LABORATORIES INC,Health Care,Equity,18212853.62,0.03,18212853.62,136877,133.06,United States,NASDAQ,USD,1,USD,-
YEXT,YEXT INC,Information Technology,Equity,18192939.06,0.02,18192939.06,2874082,6.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
VIR,VIR BIOTECHNOLOGY INC,Health Care,Equity,18175072.82,0.02,18175072.82,2434705,7.46,United States,NASDAQ,USD,1,USD,-
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,Equity,18159883.38,0.02,18159883.38,522737,34.74,United States,NASDAQ,USD,1,USD,-
DAKT,DAKTRONICS INC,Information Technology,Equity,18153178.8,0.02,18153178.8,1070984,16.95,United States,NASDAQ,USD,1,USD,-
LQDT,LIQUIDITY SERVICES INC,Industrials,Equity,18028471.2,0.02,18028471.2,562160,32.07,United States,NASDAQ,USD,1,USD,-
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,18031374.57,0.02,18031374.57,1126257,16.01,United States,NASDAQ,USD,1,USD,-
DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care,Equity,18005168.61,0.02,18005168.61,1399003,12.87,United States,NASDAQ,USD,1,USD,-
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,Equity,17991316.73,0.02,17991316.73,134999,133.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
HTBK,HERITAGE COMMERCE CORP,Financials,Equity,17995599.05,0.02,17995599.05,1908335,9.43,United States,NASDAQ,USD,1,USD,-
ETNB,89BIO INC,Health Care,Equity,17971537.76,0.02,17971537.76,2280652,7.88,United States,NASDAQ,USD,1,USD,-
CNDT,CONDUENT INC,Industrials,Equity,17934562.08,0.02,17934562.08,4395726,4.08,United States,NASDAQ,USD,1,USD,-
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,17935031.84,0.02,17935031.84,308374,58.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,Equity,17935947.75,0.02,17935947.75,602889,29.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,Equity,17858698.08,0.02,17858698.08,865247,20.64,United States,NASDAQ,USD,1,USD,-
ADTN,ADTRAN HOLDINGS INC,Information Technology,Equity,17831898.33,0.02,17831898.33,2171973,8.21,United States,NASDAQ,USD,1,USD,-
VVX,V2X INC,Industrials,Equity,17821675.08,0.02,17821675.08,379346,46.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
NABL,N ABLE INC,Information Technology,Equity,17779232.58,0.02,17779232.58,1893422,9.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARIS,ARIS WATER SOLUTIONS INC CLASS A,Industrials,Equity,17746112.97,0.02,17746112.97,737271,24.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
KOP,KOPPERS HOLDINGS INC,Materials,Equity,17730149.52,0.02,17730149.52,555108,31.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
CVI,CVR ENERGY INC,Energy,Equity,17635636.22,0.02,17635636.22,954826,18.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
IE,IVANHOE ELECTRIC INC,Materials,Equity,17626424.4,0.02,17626424.4,2259798,7.8,United States,Nyse Mkt Llc,USD,1,USD,-
WEAV,WEAVE COMMUNICATIONS INC,Information Technology,Equity,17596833.8,0.02,17596833.8,1091615,16.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
AIOT,POWERFLEET INC,Information Technology,Equity,17511298.8,0.02,17511298.8,2575191,6.8,United States,NASDAQ,USD,1,USD,-
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,17512370.33,0.02,17512370.33,564733,31.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROOT,ROOT INC CLASS A,Financials,Equity,17486639,0.02,17486639,239543,73,United States,NASDAQ,USD,1,USD,-
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,17391122.52,0.02,17391122.52,487556,35.67,United States,NASDAQ,USD,1,USD,-
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financials,Equity,17373641.3,0.02,17373641.3,372985,46.58,United States,NASDAQ,USD,1,USD,-
PRTA,PROTHENA PLC,Health Care,Equity,17307942.02,0.02,17307942.02,1143193,15.14,United States,NASDAQ,USD,1,USD,-
OMER,OMEROS CORP,Health Care,Equity,17286411.68,0.02,17286411.68,1480001,11.68,United States,NASDAQ,USD,1,USD,-
PSTX,POSEIDA THERAPEUTICS INC,Health Care,Equity,17220965.76,0.02,17220965.76,1828128,9.42,United States,NASDAQ,USD,1,USD,-
PUBM,PUBMATIC INC CLASS A,Communication,Equity,17215268.4,0.02,17215268.4,1140084,15.1,United States,NASDAQ,USD,1,USD,-
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary,Equity,17208154.95,0.02,17208154.95,548205,31.39,United States,NASDAQ,USD,1,USD,-
KURA,KURA ONCOLOGY INC,Health Care,Equity,17129700.48,0.02,17129700.48,1975744,8.67,United States,NASDAQ,USD,1,USD,-
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,Equity,17121663.99,0.02,17121663.99,738321,23.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials,Equity,17106473.02,0.02,17106473.02,584038,29.29,United States,NASDAQ,USD,1,USD,-
NVRI,ENVIRI CORP,Industrials,Equity,17108590.6,0.02,17108590.6,2257070,7.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Equity,17069785,0.02,17069785,295325,57.8,United States,NASDAQ,USD,1,USD,-
REX,REX AMERICAN RESOURCES CORP,Energy,Equity,17057334.96,0.02,17057334.96,410328,41.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,Equity,17045893,0.02,17045893,725975,23.48,Canada,New York Stock Exchange Inc.,USD,1,USD,-
SEZL,SEZZLE INC,Financials,Equity,17009430.32,0.02,17009430.32,64172,265.06,United States,NASDAQ,USD,1,USD,-
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,Equity,16976812.3,0.02,16976812.3,3815014,4.45,United States,NASDAQ,USD,1,USD,-
CGEM,CULLINAN THERAPEUTICS INC,Health Care,Equity,16935458.8,0.02,16935458.8,1408940,12.02,United States,NASDAQ,USD,1,USD,-
PFBC,PREFERRED BANK,Financials,Equity,16936931.7,0.02,16936931.7,195351,86.7,United States,NASDAQ,USD,1,USD,-
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,16924406,0.02,16924406,606175,27.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,16892559.02,0.02,16892559.02,525593,32.14,United States,NASDAQ,USD,1,USD,-
CCNE,CNB FINANCIAL CORP,Financials,Equity,16756928.1,0.02,16756928.1,672969,24.9,United States,NASDAQ,USD,1,USD,-
UFCS,UNITED FIRE GROUP INC,Financials,Equity,16733053.76,0.02,16733053.76,587537,28.48,United States,NASDAQ,USD,1,USD,-
SPTN,SPARTANNASH,Consumer Staples,Equity,16673585.88,0.02,16673585.88,915628,18.21,United States,NASDAQ,USD,1,USD,-
EOLS,EVOLUS INC,Health Care,Equity,16601707.82,0.02,16601707.82,1496998,11.09,United States,NASDAQ,USD,1,USD,-
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care,Equity,16544594,0.02,16544594,3008108,5.5,United States,NASDAQ,USD,1,USD,-
AVO,MISSION PRODUCE INC,Consumer Staples,Equity,16481877.75,0.02,16481877.75,1156623,14.25,United States,NASDAQ,USD,1,USD,-
LPRO,OPEN LENDING CORP,Financials,Equity,16410733.08,0.02,16410733.08,2790941,5.88,United States,NASDAQ,USD,1,USD,-
BASE,COUCHBASE INC,Information Technology,Equity,16375242.84,0.02,16375242.84,1074491,15.24,United States,NASDAQ,USD,1,USD,-
FLNG,FLEX LNG LTD,Energy,Equity,16368710.34,0.02,16368710.34,750514,21.81,Norway,New York Stock Exchange Inc.,USD,1,USD,-
CASS,CASS INFORMATION SYSTEMS INC,Financials,Equity,16343890.2,0.02,16343890.2,398340,41.03,United States,NASDAQ,USD,1,USD,-
EU,ENCORE ENERGY CORP,Energy,Equity,16301286.24,0.02,16301286.24,4738746,3.44,United States,NASDAQ,USD,1,USD,-
HZO,MARINEMAX INC,Consumer Discretionary,Equity,16284744.55,0.02,16284744.55,586415,27.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
NPKI,NPK INTERNATIONAL INC,Energy,Equity,16234378.65,0.02,16234378.65,2208759,7.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
GPRE,GREEN PLAINS INC,Energy,Equity,16226713.64,0.02,16226713.64,1787083,9.08,United States,NASDAQ,USD,1,USD,-
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,Equity,16216522.7,0.02,16216522.7,563465,28.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,16119562.68,0.02,16119562.68,524043,30.76,United States,NASDAQ,USD,1,USD,-
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,16099713.6,0.02,16099713.6,1566120,10.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,16094483.04,0.02,16094483.04,268152,60.02,United States,NASDAQ,USD,1,USD,-
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,16085741.04,0.02,16085741.04,1293066,12.44,United States,NASDAQ,USD,1,USD,-
MATV,MATIV HOLDINGS INC,Materials,Equity,16076059.56,0.02,16076059.56,1464122,10.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNK,GENCO SHIPPING AND TRADING LTD,Industrials,Equity,16010006.61,0.02,16010006.61,1150971,13.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMBK,SMARTFINANCIAL INC,Financials,Equity,16015931.55,0.02,16015931.55,515811,31.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGL,AGILON HEALTH,Health Care,Equity,15897733.2,0.02,15897733.2,8367228,1.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Equity,15891110.28,0.02,15891110.28,1063662,14.94,United States,NASDAQ,USD,1,USD,-
ORC,ORCHID ISLAND CAPITAL INC,Financials,Equity,15884322.76,0.02,15884322.76,2015777,7.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care,Equity,15860124,0.02,15860124,881118,18,United States,NASDAQ,USD,1,USD,-
MTUS,METALLUS INC,Materials,Equity,15801681.38,0.02,15801681.38,1121482,14.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
DMRC,DIGIMARC CORP,Information Technology,Equity,15785732,0.02,15785732,415414,38,United States,NASDAQ,USD,1,USD,-
FMNB,FARMERS NATIONAL BANC CORP,Financials,Equity,15763342,0.02,15763342,1125953,14,United States,NASDAQ,USD,1,USD,-
HTBI,HOMETRUST BANCSHARES INC,Financials,Equity,15768127.96,0.02,15768127.96,465686,33.86,United States,NASDAQ,USD,1,USD,-
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,15728336.72,0.02,15728336.72,897224,17.53,United States,NASDAQ,USD,1,USD,-
CCBG,CAPITAL CITY BANK INC,Financials,Equity,15720380.08,0.02,15720380.08,429284,36.62,United States,NASDAQ,USD,1,USD,-
TRST,TRUSTCO BANK CORP,Financials,Equity,15703423.02,0.02,15703423.02,469881,33.42,United States,NASDAQ,USD,1,USD,-
HAIN,HAIN CELESTIAL GROUP INC,Consumer Staples,Equity,15704149.5,0.02,15704149.5,2416023,6.5,United States,NASDAQ,USD,1,USD,-
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,15695073.24,0.02,15695073.24,1271886,12.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
HY,HYSTER YALE INC CLASS A,Industrials,Equity,15685750.84,0.02,15685750.84,312652,50.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
FSBC,FIVE STAR BANCORP,Financials,Equity,15667071.78,0.02,15667071.78,519121,30.18,United States,NASDAQ,USD,1,USD,-
STGW,STAGWELL INC CLASS A,Communication,Equity,15639065.84,0.02,15639065.84,2355281,6.64,United States,NASDAQ,USD,1,USD,-
WLFC,WILLIS LEASE FINANCE CORP,Industrials,Equity,15579488.7,0.02,15579488.7,77130,201.99,United States,NASDAQ,USD,1,USD,-
OUST,OUSTER INC,Information Technology,Equity,15550537.11,0.02,15550537.11,1245039,12.49,United States,NASDAQ,USD,1,USD,-
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,Equity,15544239.36,0.02,15544239.36,197312,78.78,United States,NASDAQ,USD,1,USD,-
PSFE,PAYSAFE LTD,Financials,Equity,15548113.24,0.02,15548113.24,894598,17.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
HAFC,HANMI FINANCIAL CORP,Financials,Equity,15516207.14,0.02,15516207.14,663653,23.38,United States,NASDAQ,USD,1,USD,-
CTLP,CANTALOUPE INC,Financials,Equity,15507234.16,0.02,15507234.16,1613656,9.61,United States,NASDAQ,USD,1,USD,-
BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,Equity,15495886.77,0.02,15495886.77,332031,46.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
HNST,THE HONEST COMPANY INC,Consumer Staples,Equity,15485972.04,0.02,15485972.04,2234628,6.93,United States,NASDAQ,USD,1,USD,-
VREX,VAREX IMAGING CORP,Health Care,Equity,15419098.5,0.02,15419098.5,1040425,14.82,United States,NASDAQ,USD,1,USD,-
BHB,BAR HARBOR BANKSHARES,Financials,Equity,15338897.75,0.02,15338897.75,507071,30.25,United States,Nyse Mkt Llc,USD,1,USD,-
VTS,VITESSE ENERGY INC,Energy,Equity,15319500.13,0.02,15319500.13,624521,24.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
GCMG,GCM GROSVENOR INC CLASS A,Financials,Equity,15239537.56,0.02,15239537.56,1247098,12.22,United States,NASDAQ,USD,1,USD,-
LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,Equity,15180282.96,0.02,15180282.96,825464,18.39,United States,NASDAQ,USD,1,USD,-
HIPO,HIPPO HOLDINGS INC,Financials,Equity,15150435.84,0.02,15150435.84,553744,27.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
IIIV,I3 VERTICALS INC CLASS A,Financials,Equity,15125848.56,0.02,15125848.56,632616,23.91,United States,NASDAQ,USD,1,USD,-
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,Equity,15091666.7,0.02,15091666.7,807041,18.7,United States,NASDAQ,USD,1,USD,-
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,Equity,15056069.4,0.02,15056069.4,862812,17.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,15046440.31,0.02,15046440.31,381019,39.49,United States,NASDAQ,USD,1,USD,-
MTAL,MAC COPPER LTD,Materials,Equity,15002793.68,0.02,15002793.68,1410037,10.64,Australia,New York Stock Exchange Inc.,USD,1,USD,-
CMRE,COSTAMARE INC,Industrials,Equity,15003725.31,0.02,15003725.31,1171251,12.81,Monaco,New York Stock Exchange Inc.,USD,1,USD,01-Jan-70
TIPT,TIPTREE INC,Financials,Equity,14977215.9,0.02,14977215.9,723537,20.7,United States,NASDAQ,USD,1,USD,-
SHBI,SHORE BANCSHARES INC,Financials,Equity,14938593.3,0.02,14938593.3,942498,15.85,United States,NASDAQ,USD,1,USD,-
SIBN,SI BONE INC,Health Care,Equity,14939982.4,0.02,14939982.4,1088920,13.72,United States,NASDAQ,USD,1,USD,-
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Health Care,Equity,14863778.28,0.02,14863778.28,2173067,6.84,United States,NASDAQ,USD,1,USD,-
IMNM,IMMUNOME INC,Health Care,Equity,14815382.36,0.02,14815382.36,1405634,10.54,United States,NASDAQ,USD,1,USD,-
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,Equity,14797327.32,0.02,14797327.32,650718,22.74,United States,NASDAQ,USD,1,USD,-
ALT,ALTIMMUNE INC,Health Care,Equity,14783204.02,0.02,14783204.02,1927406,7.67,United States,NASDAQ,USD,1,USD,-
LYTS,LSI INDUSTRIES INC,Industrials,Equity,14743658.87,0.02,14743658.87,758809,19.43,United States,NASDAQ,USD,1,USD,-
BGS,B AND G FOODS INC,Consumer Staples,Equity,14689246.34,0.02,14689246.34,2071826,7.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials,Equity,14605434.68,0.02,14605434.68,708314,20.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,Equity,14587884.19,0.02,14587884.19,115511,126.29,United States,NASDAQ,USD,1,USD,-
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,Equity,14571586.8,0.02,14571586.8,5498712,2.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
KRUS,KURA SUSHI USA INC,Consumer Discretionary,Equity,14571825.48,0.02,14571825.48,161586,90.18,United States,NASDAQ,USD,1,USD,-
SPRY,ARS PHARMACEUTICALS INC,Health Care,Equity,14535176.63,0.02,14535176.63,1347097,10.79,United States,NASDAQ,USD,1,USD,-
LAB,STANDARD BIOTOOLS INC,Health Care,Equity,14501916.52,0.02,14501916.52,7968086,1.82,United States,NASDAQ,USD,1,USD,-
SLQT,SELECTQUOTE INC,Financials,Equity,14504598.56,0.02,14504598.56,3941467,3.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBGI,SINCLAIR INC CLASS A,Communication,Equity,14430608.5,0.02,14430608.5,912175,15.82,United States,NASDAQ,USD,1,USD,-
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials,Equity,14377467.45,0.02,14377467.45,2483155,5.79,United States,NASDAQ,USD,1,USD,-
RGR,STURM RUGER INC,Consumer Discretionary,Equity,14382106.2,0.02,14382106.2,415068,34.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
SRDX,SURMODICS INC,Health Care,Equity,14327566,0.02,14327566,363275,39.44,United States,NASDAQ,USD,1,USD,-
AROW,ARROW FINANCIAL CORP,Financials,Equity,14299672.31,0.02,14299672.31,501919,28.49,United States,NASDAQ,USD,1,USD,-
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,Equity,14254452.16,0.02,14254452.16,357344,39.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
EE,EXCELERATE ENERGY INC CLASS A,Energy,Equity,14242636.14,0.02,14242636.14,471923,30.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
RLAY,RELAY THERAPEUTICS INC,Health Care,Equity,14223069.92,0.02,14223069.92,3262172,4.36,United States,NASDAQ,USD,1,USD,-
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,14223543.6,0.02,14223543.6,1693279,8.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
THRY,THRYV HOLDINGS INC,Communication,Equity,14215888.96,0.02,14215888.96,957944,14.84,United States,NASDAQ,USD,1,USD,-
TTGT,TECHTARGET INC,Communication,Equity,14200686.24,0.02,14200686.24,728988,19.48,United States,NASDAQ,USD,1,USD,-
SPFI,SOUTH PLAINS FINANCIAL INC,Financials,Equity,14145243.38,0.02,14145243.38,403919,35.02,United States,NASDAQ,USD,1,USD,-
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,Equity,14129228.4,0.02,14129228.4,1327935,10.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLOW,DOUGLAS DYNAMICS INC,Industrials,Equity,14092066.12,0.02,14092066.12,604291,23.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
NFBK,NORTHFIELD BANCORP INC,Financials,Equity,14057865.9,0.02,14057865.9,1201527,11.7,United States,NASDAQ,USD,1,USD,-
CAPR,CAPRICOR THERAPEUTICS INC,Health Care,Equity,14043955.2,0.02,14043955.2,997440,14.08,United States,NASDAQ,USD,1,USD,-
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication,Equity,13992096.87,0.02,13992096.87,1733841,8.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
RYI,RYERSON HOLDING CORP,Materials,Equity,13983066.88,0.02,13983066.88,753398,18.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCS,THE MARCUS CORP,Communication,Equity,13963923.15,0.02,13963923.15,652215,21.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARKO,ARKO,Consumer Discretionary,Equity,13955713.57,0.02,13955713.57,2137169,6.53,United States,NASDAQ,USD,1,USD,-
