Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,47117463.21,0.06,47117463.21,1028541,45.81,United States,NASDAQ,USD,1,USD,-
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,47064325,0.06,47064325,684572,68.75,United States,NASDAQ,USD,1,USD,-
IESC,IES INC,Industrials,Equity,47001747.8,0.06,47001747.8,223265,210.52,United States,NASDAQ,USD,1,USD,-
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Equity,46996007.74,0.06,46996007.74,3662978,12.83,United States,NASDAQ,USD,1,USD,-
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,46998851.04,0.06,46998851.04,1275756,36.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRM,PERIMETER SOLUTIONS INC,Materials,Equity,46978740.76,0.06,46978740.76,3622108,12.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRG,PROG HOLDINGS INC,Financials,Equity,46860431.1,0.06,46860431.1,1111754,42.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHCO,CITY HOLDING,Financials,Equity,46821991.39,0.06,46821991.39,386671,121.09,United States,NASDAQ,USD,1,USD,-
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,46682539.92,0.06,46682539.92,827118,56.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,Equity,46495137.76,0.06,46495137.76,4337233,10.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,46361939,0.06,46361939,3566303,13,United States,NASDAQ,USD,1,USD,-
VSEC,VSE CORP,Industrials,Equity,46291347.27,0.06,46291347.27,478167,96.81,United States,NASDAQ,USD,1,USD,-
CASH,PATHWARD FINANCIAL INC,Financials,Equity,46124052,0.06,46124052,623298,74,United States,NASDAQ,USD,1,USD,-
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,Equity,46033025,0.06,46033025,945625,48.68,United States,NASDAQ,USD,1,USD,-
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,45513008.1,0.06,45513008.1,1366757,33.3,United States,NASDAQ,USD,1,USD,-
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,45460060.61,0.06,45460060.61,1658521,27.41,United States,NASDAQ,USD,1,USD,-
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Equity,45417688.47,0.06,45417688.47,2494107,18.21,United States,NASDAQ,USD,1,USD,-
TRUP,TRUPANION INC,Financials,Equity,45405379.74,0.06,45405379.74,913038,49.73,United States,NASDAQ,USD,1,USD,-
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,45265096.52,0.06,45265096.52,982742,46.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
KN,KNOWLES CORP,Information Technology,Equity,44986408.56,0.06,44986408.56,2251572,19.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,44944410.75,0.06,44944410.75,3392031,13.25,United States,NASDAQ,USD,1,USD,-
STC,STEWART INFO SERVICES CORP,Financials,Equity,44735630.65,0.06,44735630.65,647873,69.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,44726344.3,0.06,44726344.3,1311623,34.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,Equity,44676980.04,0.06,44676980.04,4494666,9.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
THS,TREEHOUSE FOODS INC,Consumer Staples,Equity,44645280.4,0.06,44645280.4,1270136,35.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
SMR,NUSCALE POWER CORP CLASS A,Industrials,Equity,44646918.12,0.06,44646918.12,2288412,19.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAY,WAYSTAR HOLDING CORP,Health Care,Equity,44399428.32,0.06,44399428.32,1170871,37.92,United States,NASDAQ,USD,1,USD,-
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,Equity,44357694.52,0.06,44357694.52,1067317,41.56,United States,NASDAQ,USD,1,USD,-
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,44277282,0.06,44277282,2604546,17,United States,New York Stock Exchange Inc.,USD,1,USD,-
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,44215669.4,0.06,44215669.4,1741460,25.39,United States,NASDAQ,USD,1,USD,-
MXL,MAXLINEAR INC,Information Technology,Equity,44182768.5,0.06,44182768.5,2155257,20.5,United States,NASDAQ,USD,1,USD,-
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,44158262.54,0.06,44158262.54,3251713,13.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,44058002.82,0.06,44058002.82,3370926,13.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
TDOC,TELADOC HEALTH INC,Health Care,Equity,44013535.65,0.06,44013535.65,4657517,9.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
JOE,ST JOE,Real Estate,Equity,43874690,0.06,43874690,980440,44.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
REVG,REV GROUP INC,Industrials,Equity,43843546.63,0.06,43843546.63,1399411,31.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,Equity,43787524.69,0.06,43787524.69,1198673,36.53,United States,NASDAQ,USD,1,USD,-
XNCR,XENCOR INC,Health Care,Equity,43789064.69,0.06,43789064.69,1802761,24.29,United States,NASDAQ,USD,1,USD,-
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,43753561.95,0.06,43753561.95,699945,62.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
SGRY,SURGERY PARTNERS INC,Health Care,Equity,43692503.58,0.06,43692503.58,2086557,20.94,United States,NASDAQ,USD,1,USD,-
APLD,APPLIED DIGITAL CORP,Information Technology,Equity,43624878.92,0.06,43624878.92,5199628,8.39,United States,NASDAQ,USD,1,USD,-
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,43588684.02,0.06,43588684.02,602553,72.34,United States,NASDAQ,USD,1,USD,-
OI,O I GLASS INC,Materials,Equity,43447223.1,0.06,43447223.1,4218177,10.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
HEES,H AND E EQUIPMENT SERVICES INC,Industrials,Equity,43418484.62,0.06,43418484.62,878561,49.42,United States,NASDAQ,USD,1,USD,-
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,43365519.28,0.06,43365519.28,194534,222.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
CODI,COMPASS DIVERSIFIED,Financials,Equity,43288106.4,0.06,43288106.4,1873944,23.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
PD,PAGERDUTY INC,Information Technology,Equity,43281968.4,0.06,43281968.4,2427480,17.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
WKC,WORLD KINECT CORP,Energy,Equity,43259783.73,0.06,43259783.73,1569089,27.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRK,COMSTOCK RESOURCES INC,Energy,Equity,43100176.77,0.06,43100176.77,2521953,17.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
SJW,SJW GROUP,Utilities,Equity,43084741.32,0.06,43084741.32,872514,49.38,United States,NASDAQ,USD,1,USD,-
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,42967097.55,0.06,42967097.55,5572905,7.71,United States,NASDAQ,USD,1,USD,-
GEF,GREIF INC CLASS A,Materials,Equity,42923718.06,0.06,42923718.06,700681,61.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
SASR,SANDY SPRING BANCORP INC,Financials,Equity,42879318.72,0.06,42879318.72,1270122,33.76,United States,NASDAQ,USD,1,USD,-
UNFI,UNITED NATURAL FOODS INC,Consumer Staples,Equity,42847151.49,0.06,42847151.49,1592239,26.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
NNI,NELNET INC CLASS A,Financials,Equity,42791702.87,0.06,42791702.87,402973,106.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,Equity,42765343.2,0.06,42765343.2,1361520,31.41,United States,NASDAQ,USD,1,USD,-
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,42750338.4,0.06,42750338.4,4211856,10.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLKN,MILLERKNOLL INC,Industrials,Equity,42700708.76,0.06,42700708.76,1903732,22.43,United States,NASDAQ,USD,1,USD,-
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,42597349.74,0.06,42597349.74,2822886,15.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
GSAT,GLOBALSTAR VOTING INC,Communication,Equity,42367631.25,0.06,42367631.25,19705875,2.15,United States,Nyse Mkt Llc,USD,1,USD,-
ADNT,ADIENT PLC,Consumer Discretionary,Equity,42336611.52,0.06,42336611.52,2427558,17.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
BKE,BUCKLE INC,Consumer Discretionary,Equity,42302316.78,0.06,42302316.78,820926,51.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,Equity,42232680.02,0.06,42232680.02,824374,51.23,United States,NASDAQ,USD,1,USD,-
UPBD,UPBOUND GROUP INC,Consumer Discretionary,Equity,42127745.2,0.06,42127745.2,1442731,29.2,United States,NASDAQ,USD,1,USD,-
CTS,CTS CORP,Information Technology,Equity,41956832,0.06,41956832,789850,53.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,41894509.52,0.06,41894509.52,1217156,34.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,Equity,41610463.44,0.06,41610463.44,1102556,37.74,United States,NASDAQ,USD,1,USD,-
WT,WISDOMTREE INC,Financials,Equity,41495272.63,0.06,41495272.63,3925759,10.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,Equity,41431447.2,0.06,41431447.2,2897304,14.3,United States,NASDAQ,USD,1,USD,-
KOS,KOSMOS ENERGY LTD,Energy,Equity,41432298.44,0.06,41432298.44,12709294,3.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
DAN,DANA INCORPORATED INC,Consumer Discretionary,Equity,41420026.5,0.06,41420026.5,3537150,11.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,41113414.95,0.06,41113414.95,1899003,21.65,United States,NASDAQ,USD,1,USD,-
JANX,JANUX THERAPEUTICS INC,Health Care,Equity,41083594.1,0.06,41083594.1,759401,54.1,United States,NASDAQ,USD,1,USD,-
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,41083624.78,0.06,41083624.78,1487998,27.61,United States,NASDAQ,USD,1,USD,-
ADEA,ADEIA INC,Information Technology,Equity,40962167.4,0.06,40962167.4,2968273,13.8,United States,NASDAQ,USD,1,USD,-
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,Equity,40950227.78,0.06,40950227.78,1833866,22.33,United States,NASDAQ,USD,1,USD,-
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,40935150.18,0.06,40935150.18,1555878,26.31,United States,NASDAQ,USD,1,USD,-
TCBK,TRICO BANCSHARES,Financials,Equity,40935439.51,0.06,40935439.51,929717,44.03,United States,NASDAQ,USD,1,USD,-
NIC,NICOLET BANKSHARES INC,Financials,Equity,40662534.66,0.06,40662534.66,388706,104.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,40590414.48,0.06,40590414.48,1028126,39.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,40362395.88,0.06,40362395.88,934964,43.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
TNC,TENNANT,Industrials,Equity,40315843.96,0.06,40315843.96,499082,80.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
AESI,ATLAS ENERGY SOLUTIONS INC,Energy,Equity,40291362.16,0.06,40291362.16,1833092,21.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,40248606.92,0.06,40248606.92,833132,48.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
WULF,TERAWULF INC,Information Technology,Equity,40231601.62,0.06,40231601.62,7275154,5.53,United States,NASDAQ,USD,1,USD,-
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,40132200.16,0.06,40132200.16,1022216,39.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
NGVT,INGEVITY CORP,Materials,Equity,40119661.4,0.06,40119661.4,988169,40.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
HOPE,HOPE BANCORP INC,Financials,Equity,40122489.3,0.06,40122489.3,3261991,12.3,United States,NASDAQ,USD,1,USD,-
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,40060087.6,0.05,40060087.6,890620,44.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
STEL,STELLAR BANCORP INC,Financials,Equity,40049594.8,0.05,40049594.8,1410197,28.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,39978459.29,0.05,39978459.29,1341109,29.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLIT,HARMONIC INC,Information Technology,Equity,39982949.5,0.05,39982949.5,2972710,13.45,United States,NASDAQ,USD,1,USD,-
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,39804950.13,0.05,39804950.13,642741,61.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
HTH,HILLTOP HOLDINGS INC,Financials,Equity,39767142.78,0.05,39767142.78,1376502,28.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLAB,PHOTRONICS INC,Information Technology,Equity,39686580.96,0.05,39686580.96,1659138,23.92,United States,NASDAQ,USD,1,USD,-
ATRC,ATRICURE INC,Health Care,Equity,39344608.1,0.05,39344608.1,1283674,30.65,United States,NASDAQ,USD,1,USD,-
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,39269952,0.05,39269952,5454160,7.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
QCRH,QCR HOLDINGS INC,Financials,Equity,39187266.58,0.05,39187266.58,485111,80.78,United States,NASDAQ,USD,1,USD,-
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,39078849.6,0.05,39078849.6,1033832,37.8,United States,NASDAQ,USD,1,USD,-
STR,SITIO ROYALTIES CORP CLASS A,Energy,Equity,38989039.25,0.05,38989039.25,2101835,18.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
TILE,INTERFACE INC,Industrials,Equity,38980841.79,0.05,38980841.79,1561107,24.97,United States,NASDAQ,USD,1,USD,-
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Equity,38978843.26,0.05,38978843.26,287497,135.58,United States,NASDAQ,USD,1,USD,-
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,38811284.43,0.05,38811284.43,1084417,35.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
SPNT,SIRIUSPOINT LTD,Financials,Equity,38666270.34,0.05,38666270.34,2719147,14.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
IMVT,IMMUNOVANT INC,Health Care,Equity,38656485.4,0.05,38656485.4,1578460,24.49,United States,NASDAQ,USD,1,USD,-
SSRM,SSR MINING INC,Materials,Equity,38617988.2,0.05,38617988.2,5469970,7.06,Canada,NASDAQ,USD,1,USD,-
PHR,PHREESIA INC,Health Care,Equity,38584693.28,0.05,38584693.28,1497853,25.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALGT,ALLEGIANT TRAVEL,Industrials,Equity,38489601.72,0.05,38489601.72,422452,91.11,United States,NASDAQ,USD,1,USD,-
CGON,CG ONCOLOGY INC,Health Care,Equity,38464928.28,0.05,38464928.28,1280457,30.04,United States,NASDAQ,USD,1,USD,-
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,Equity,38271181.5,0.05,38271181.5,1967670,19.45,United States,NASDAQ,USD,1,USD,-
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,38264784.44,0.05,38264784.44,1052966,36.34,United States,NASDAQ,USD,1,USD,-
ASTH,ASTRANA HEALTH INC,Health Care,Equity,37984353.52,0.05,37984353.52,1160891,32.72,United States,NASDAQ,USD,1,USD,-
SABR,SABRE CORP,Consumer Discretionary,Equity,37916641.7,0.05,37916641.7,10331510,3.67,United States,NASDAQ,USD,1,USD,-
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,37758470.72,0.05,37758470.72,719072,52.51,United States,NASDAQ,USD,1,USD,-
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,Equity,37705204,0.05,37705204,9426301,4,United States,New York Stock Exchange Inc.,USD,1,USD,-
VBTX,VERITEX HOLDINGS INC,Financials,Equity,37701080.2,0.05,37701080.2,1377460,27.37,United States,NASDAQ,USD,1,USD,-
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,37658549.5,0.05,37658549.5,3332615,11.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
HELE,HELEN OF TROY LTD,Consumer Discretionary,Equity,37523902.8,0.05,37523902.8,619820,60.54,United States,NASDAQ,USD,1,USD,-
LOB,LIVE OAK BANCSHARES INC,Financials,Equity,37486812.88,0.05,37486812.88,950477,39.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCL,STEPAN,Materials,Equity,37453040.3,0.05,37453040.3,573905,65.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
TGI,TRIUMPH GROUP INC,Industrials,Equity,37376025,0.05,37376025,1993388,18.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,37345687.65,0.05,37345687.65,3664935,10.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,37046707.04,0.05,37046707.04,1690087,21.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZUO,ZUORA INC CLASS A,Information Technology,Equity,36993773.12,0.05,36993773.12,3729211,9.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
BUSE,FIRST BUSEY CORP,Financials,Equity,36958938.48,0.05,36958938.48,1558134,23.72,United States,NASDAQ,USD,1,USD,-
ANDE,ANDERSONS INC,Consumer Staples,Equity,36913968.02,0.05,36913968.02,921467,40.06,United States,NASDAQ,USD,1,USD,-
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,36883243.15,0.05,36883243.15,36883243,1,United States,-,USD,1,USD,-
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,36793953,0.05,36793953,335650,109.62,United States,Nyse Mkt Llc,USD,1,USD,-
STBA,S AND T BANCORP INC,Financials,Equity,36798132.27,0.05,36798132.27,956541,38.47,United States,NASDAQ,USD,1,USD,-
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,Equity,36766183.56,0.05,36766183.56,783593,46.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
APPN,APPIAN CORP CLASS A,Information Technology,Equity,36696445.3,0.05,36696445.3,1097710,33.43,United States,NASDAQ,USD,1,USD,-
DNOW,DNOW INC,Industrials,Equity,36628161.63,0.05,36628161.63,2837193,12.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,36424794.6,0.05,36424794.6,2093379,17.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
NRIX,NURIX THERAPEUTICS INC,Health Care,Equity,36279169.29,0.05,36279169.29,1898439,19.11,United States,NASDAQ,USD,1,USD,-
UMH,UMH PROPERTIES INC,Real Estate,Equity,36211264.52,0.05,36211264.52,1932298,18.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
TALO,TALOS ENERGY INC,Energy,Equity,36197912.52,0.05,36197912.52,3917523,9.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSTM,CONSTELLIUM SE CLASS A,Materials,Equity,36150349.7,0.05,36150349.7,3547630,10.19,Netherlands,New York Stock Exchange Inc.,USD,1,USD,-
INFN,INFINERA CORP,Information Technology,Equity,36107235.18,0.05,36107235.18,5495774,6.57,United States,NASDAQ,USD,1,USD,-
USPH,US PHYSICAL THERAPY INC,Health Care,Equity,36095354.88,0.05,36095354.88,397176,90.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,Equity,36056044.4,0.05,36056044.4,1588372,22.7,United States,NASDAQ,USD,1,USD,-
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,Equity,35945602,0.05,35945602,466826,77,United States,NASDAQ,USD,1,USD,-
PGNY,PROGYNY INC,Health Care,Equity,35946908.4,0.05,35946908.4,2127036,16.9,United States,NASDAQ,USD,1,USD,-
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,35675753.4,0.05,35675753.4,4226985,8.44,United States,NASDAQ,USD,1,USD,-
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,35628853.68,0.05,35628853.68,901768,39.51,United States,NASDAQ,USD,1,USD,-
ELME,ELME,Real Estate,Equity,35632184.74,0.05,35632184.74,2397859,14.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
UVV,UNIVERSAL CORP,Consumer Staples,Equity,35526133.5,0.05,35526133.5,653775,54.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
PCT,PURECYCLE TECHNOLOGIES INC,Materials,Equity,35523540.78,0.05,35523540.78,3354442,10.59,United States,NASDAQ,USD,1,USD,-
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Equity,35381535.08,0.05,35381535.08,3862613,9.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
UNIT,UNITI GROUP INC,Real Estate,Equity,35338141,0.05,35338141,6605260,5.35,United States,NASDAQ,USD,1,USD,-
ATEN,A10 NETWORKS INC,Information Technology,Equity,35303096.22,0.05,35303096.22,1900059,18.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,35258699.52,0.05,35258699.52,2040434,17.28,United States,NASDAQ,USD,1,USD,-
AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate,Equity,35247764.6,0.05,35247764.6,1349455,26.12,United States,New York Stock Exchange Inc.,USD,1,USD,01-Jan-70
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,Equity,34996519.81,0.05,34996519.81,1457581,24.01,United States,NASDAQ,USD,1,USD,-
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,34981094.75,0.05,34981094.75,1052063,33.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,Equity,34898518.7,0.05,34898518.7,1039265,33.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
NN,NEXTNAV INC,Information Technology,Equity,34877086.92,0.05,34877086.92,2083458,16.74,United States,NASDAQ,USD,1,USD,-
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,34834006.2,0.05,34834006.2,3129740,11.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,34833211.64,0.05,34833211.64,2116234,16.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
WOR,WORTHINGTON ENTERPRISES INC,Consumer Discretionary,Equity,34805182.65,0.05,34805182.65,855795,40.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,34767620.94,0.05,34767620.94,1061931,32.74,United States,NASDAQ,USD,1,USD,-
KGS,KODIAK GAS SERVICES INC,Energy,Equity,34737893.7,0.05,34737893.7,858786,40.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,34532424,0.05,34532424,1009720,34.2,United States,NASDAQ,USD,1,USD,-
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,34532738.7,0.05,34532738.7,3880083,8.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
QNST,QUINSTREET INC,Communication,Equity,34517532.6,0.05,34517532.6,1447276,23.85,United States,NASDAQ,USD,1,USD,-
IRON,DISC MEDICINE INC,Health Care,Equity,34501369,0.05,34501369,538075,64.12,United States,NASDAQ,USD,1,USD,-
NVAX,NOVAVAX INC,Health Care,Equity,34490571.84,0.05,34490571.84,4165528,8.28,United States,NASDAQ,USD,1,USD,-
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,34282584.19,0.05,34282584.19,424447,80.77,United States,NASDAQ,USD,1,USD,-
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,34274011.2,0.05,34274011.2,845020,40.56,United States,NASDAQ,USD,1,USD,-
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,Equity,34244311.01,0.05,34244311.01,607061,56.41,United States,NASDAQ,USD,1,USD,-
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,34217543.9,0.05,34217543.9,4375645,7.82,United States,NASDAQ,USD,1,USD,-
BLBD,BLUE BIRD CORP,Industrials,Equity,34182805.76,0.05,34182805.76,866704,39.44,United States,NASDAQ,USD,1,USD,-
FSLY,FASTLY INC CLASS A,Information Technology,Equity,34164806.4,0.05,34164806.4,3558834,9.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTTR,MATTERPORT INC CLASS A,Information Technology,Equity,34041989.92,0.05,34041989.92,7212286,4.72,United States,NASDAQ,USD,1,USD,-
JBGS,JBG SMITH PROPERTIES,Real Estate,Equity,34043527.62,0.05,34043527.62,2235294,15.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
SAFT,SAFETY INSURANCE GROUP INC,Financials,Equity,34045692.24,0.05,34045692.24,415394,81.96,United States,NASDAQ,USD,1,USD,-
LNN,LINDSAY CORP,Industrials,Equity,34023319.48,0.05,34023319.48,283268,120.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary,Equity,33858592.38,0.05,33858592.38,1143099,29.62,United States,NASDAQ,USD,1,USD,-
CRAI,CRA INTERNATIONAL INC,Industrials,Equity,33793937.64,0.05,33793937.64,180871,186.84,United States,NASDAQ,USD,1,USD,-
COHU,COHU INC,Information Technology,Equity,33737624.97,0.05,33737624.97,1257459,26.83,United States,NASDAQ,USD,1,USD,-
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,33654994,0.05,33654994,948028,35.5,United States,NASDAQ,USD,1,USD,-
INOD,INNODATA INC,Industrials,Equity,33520767.84,0.05,33520767.84,738994,45.36,United States,NASDAQ,USD,1,USD,-
RXST,RXSIGHT INC,Health Care,Equity,33466920.46,0.05,33466920.46,977993,34.22,United States,NASDAQ,USD,1,USD,-
