시간, 매매, 종목, 수량, 현재가, 평균가, 현금변화, 이익
2024-10-02 10:43:00-04:00, BUY, NIO, 726, 6.97, 6.97, -5057.61, 0.0
2024-10-02 10:43:00-04:00, BUY, BMY, 93, 54.08, 54.08, -5029.44, 0.0
2024-10-02 10:44:00-04:00, SELL, BMY, 93, 54.11, 54.08, 5032.23, 2.79
2024-10-02 10:44:00-04:00, SELL, NIO, 726, 7.0, 6.97, 5082.0, 24.39
2024-10-02 10:44:00-04:00, BUY, META, 8, 573.96, 573.96, -4591.66, 0.0
2024-10-02 10:44:00-04:00, BUY, BIDU, 44, 113.5, 113.5, -4994.0, 0.0
2024-10-02 10:45:00-04:00, SELL, BIDU, 44, 113.58, 113.5, 4997.52, 3.52
2024-10-02 10:45:00-04:00, SELL, META, 8, 574.26, 573.96, 4594.11, 2.45
2024-10-02 10:45:00-04:00, BUY, NIO, 722, 7.01, 7.01, -5061.22, 0.0
2024-10-02 10:45:00-04:00, BUY, BMY, 93, 54.11, 54.11, -5032.23, 0.0
2024-10-02 10:46:00-04:00, SELL, NIO, 722, 7.01, 7.01, 5060.86, -0.36
2024-10-02 10:46:00-04:00, SELL, BMY, 93, 54.18, 54.11, 5038.64, 6.41
2024-10-02 10:46:00-04:00, BUY, BIDU, 44, 113.4, 113.4, -4989.38, 0.0
2024-10-02 10:46:00-04:00, BUY, CEG, 18, 268.62, 268.62, -4835.25, 0.0
2024-10-02 10:47:00-04:00, SELL, CEG, 18, 269.03, 268.62, 4842.54, 7.29
2024-10-02 10:47:00-04:00, SELL, BIDU, 44, 113.39, 113.4, 4989.16, -0.22
2024-10-02 10:47:00-04:00, BUY, NIO, 721, 7.02, 7.02, -5065.03, 0.0
2024-10-02 10:47:00-04:00, BUY, BMY, 93, 54.2, 54.2, -5040.6, 0.0
2024-10-02 10:48:00-04:00, SELL, BMY, 93, 54.1, 54.2, 5031.3, -9.3
2024-10-02 10:48:00-04:00, SELL, NIO, 721, 7.04, 7.02, 5075.84, 10.81
2024-10-02 10:48:00-04:00, BUY, META, 8, 573.95, 573.95, -4591.56, 0.0
2024-10-02 10:48:00-04:00, BUY, BIDU, 44, 113.57, 113.57, -4997.08, 0.0
2024-10-02 10:49:00-04:00, SELL, BIDU, 44, 113.92, 113.57, 5012.48, 15.4
2024-10-02 10:49:00-04:00, SELL, META, 8, 574.79, 573.95, 4598.32, 6.76
2024-10-02 10:49:00-04:00, BUY, BMY, 93, 54.02, 54.02, -5023.86, 0.0
2024-10-02 10:49:00-04:00, BUY, DIA, 12, 422.4, 422.4, -5068.8, 0.0
2024-10-02 10:50:00-04:00, SELL, BMY, 93, 53.95, 54.02, 5017.58, -6.28
2024-10-02 10:50:00-04:00, BUY, META, 8, 574.27, 574.27, -4594.16, 0.0
2024-10-02 10:50:00-04:00, BUY, BIDU, 44, 113.64, 113.64, -5000.16, 0.0
2024-10-02 10:51:00-04:00, SELL, BIDU, 44, 113.36, 113.64, 4987.84, -12.32
2024-10-02 10:51:00-04:00, SELL, META, 8, 573.7, 574.27, 4589.6, -4.56
2024-10-02 10:51:00-04:00, BUY, NIO, 721, 7.02, 7.02, -5061.42, 0.0
2024-10-02 10:51:00-04:00, BUY, BMY, 94, 53.87, 53.87, -5063.78, 0.0
2024-10-02 10:52:00-04:00, SELL, WMT, 187, 80.82, 80.63, 15113.34, 35.21
2024-10-02 10:52:00-04:00, SELL, BMY, 94, 53.78, 53.87, 5055.31, -8.47
2024-10-02 10:52:00-04:00, SELL, NIO, 721, 7.01, 7.02, 5054.21, -7.21
2024-10-02 10:52:00-04:00, BUY, CEG, 18, 268.24, 268.24, -4828.32, 0.0
2024-10-02 10:52:00-04:00, BUY, GEV, 19, 256.25, 256.25, -4868.75, 0.0
2024-10-02 10:53:00-04:00, SELL, GEV, 19, 256.22, 256.25, 4868.18, -0.57
2024-10-02 10:53:00-04:00, SELL, CEG, 18, 267.82, 268.24, 4820.76, -7.56
2024-10-02 10:53:00-04:00, BUY, BMY, 94, 53.76, 53.76, -5053.44, 0.0
2024-10-02 10:53:00-04:00, BUY, NIO, 721, 7.02, 7.02, -5057.81, 0.0
2024-10-02 10:54:00-04:00, SELL, NIO, 721, 6.99, 7.02, 5036.76, -21.05
2024-10-02 10:54:00-04:00, SELL, BMY, 94, 53.82, 53.76, 5058.61, 5.17
2024-10-02 10:54:00-04:00, BUY, WMT, 62, 80.76, 80.76, -5006.81, 0.0
2024-10-02 10:54:00-04:00, BUY, GEV, 19, 256.0, 256.0, -4864.0, 0.0
2024-10-02 10:55:00-04:00, SELL, GEV, 19, 256.1, 256.0, 4865.9, 1.9
2024-10-02 10:55:00-04:00, BUY, BMY, 94, 53.82, 53.82, -5059.08, 0.0
2024-10-02 10:55:00-04:00, BUY, WMT, 62, 80.68, 80.76, -5002.2, 0.0
2024-10-02 10:56:00-04:00, SELL, BMY, 94, 53.85, 53.82, 5061.7, 2.62
2024-10-02 10:56:00-04:00, BUY, WMT, 62, 80.68, 80.72, -5001.85, 0.0
2024-10-02 10:56:00-04:00, BUY, NIO, 727, 6.96, 6.96, -5059.92, 0.0
2024-10-02 10:57:00-04:00, SELL, NIO, 727, 6.97, 6.96, 5067.7, 7.78
2024-10-02 10:57:00-04:00, BUY, BMY, 94, 53.82, 53.82, -5059.08, 0.0
2024-10-02 10:57:00-04:00, BUY, GEV, 19, 255.83, 255.83, -4860.77, 0.0
2024-10-02 10:58:00-04:00, SELL, GEV, 19, 255.61, 255.83, 4856.59, -4.18
2024-10-02 10:58:00-04:00, SELL, BMY, 94, 53.82, 53.82, 5059.55, 0.47
2024-10-02 10:58:00-04:00, BUY, NIO, 726, 6.96, 6.96, -5055.43, 0.0
2024-10-02 10:58:00-04:00, BUY, CAT, 12, 394.07, 394.07, -4728.84, 0.0
2024-10-02 10:59:00-04:00, SELL, CAT, 12, 393.92, 394.07, 4727.04, -1.8
2024-10-02 10:59:00-04:00, BUY, BMY, 93, 53.9, 53.9, -5012.7, 0.0
2024-10-02 10:59:00-04:00, BUY, IEMG, 86, 58.33, 58.33, -5016.37, 0.0
2024-10-02 11:00:00-04:00, SELL, VST, 120, 124.77, 125.42, 14972.4, -77.4
2024-10-02 11:00:00-04:00, BUY, JD, 114, 44.22, 44.22, -5040.51, 0.0
2024-10-02 11:00:00-04:00, BUY, IEMG, 86, 58.36, 58.33, -5018.53, 0.0
2024-10-02 11:01:00-04:00, SELL, VWO, 309, 48.82, 48.98, 15085.38, -50.47
2024-10-02 11:01:00-04:00, SELL, NIO, 726, 6.98, 6.96, 5067.55, 12.12
2024-10-02 11:01:00-04:00, BUY, JD, 114, 44.34, 44.22, -5054.76, 0.0
2024-10-02 11:01:00-04:00, BUY, IEMG, 86, 58.37, 58.34, -5019.85, 0.0
2024-10-02 11:02:00-04:00, BUY, JD, 114, 44.34, 44.28, -5054.76, 0.0
2024-10-02 11:02:00-04:00, BUY, APP, 38, 130.9, 130.9, -4974.11, 0.0
2024-10-02 11:03:00-04:00, SELL, APP, 38, 131.21, 130.9, 4985.98, 11.88
2024-10-02 11:03:00-04:00, BUY, NIO, 721, 7.02, 7.02, -5060.48, 0.0
2024-10-02 11:03:00-04:00, BUY, VST, 40, 125.12, 125.12, -5004.6, 0.0
2024-10-02 11:04:00-04:00, SELL, VST, 40, 125.14, 125.11, 5005.6, 1.0
2024-10-02 11:04:00-04:00, SELL, NIO, 721, 7.0, 7.02, 5045.34, -15.14
2024-10-02 11:04:00-04:00, BUY, APP, 38, 131.15, 131.15, -4983.7, 0.0
2024-10-02 11:04:00-04:00, BUY, BMY, 93, 53.95, 53.9, -5017.35, 0.0
2024-10-02 11:05:00-04:00, SELL, APP, 38, 131.21, 131.15, 4985.98, 2.28
2024-10-02 11:05:00-04:00, BUY, VST, 40, 125.14, 125.14, -5005.6, 0.0
2024-10-02 11:05:00-04:00, BUY, GEV, 19, 256.31, 256.31, -4869.89, 0.0
2024-10-02 11:06:00-04:00, SELL, GEV, 19, 256.12, 256.31, 4866.19, -3.7
2024-10-02 11:06:00-04:00, SELL, VST, 40, 125.15, 125.14, 5006.0, 0.4
2024-10-02 11:06:00-04:00, BUY, APP, 38, 131.17, 131.17, -4984.46, 0.0
2024-10-02 11:06:00-04:00, BUY, XLU, 62, 81.28, 81.28, -5039.36, 0.0
2024-10-02 11:07:00-04:00, SELL, APP, 38, 130.84, 131.17, 4971.92, -12.54
2024-10-02 11:07:00-04:00, BUY, VST, 40, 125.07, 125.07, -5002.8, 0.0
2024-10-02 11:07:00-04:00, BUY, BIDU, 44, 112.9, 112.9, -4967.6, 0.0
2024-10-02 11:08:00-04:00, SELL, XLI, 111, 135.49, 135.26, 15038.84, 24.98
2024-10-02 11:08:00-04:00, SELL, BIDU, 44, 112.97, 112.9, 4970.68, 3.08
2024-10-02 11:08:00-04:00, SELL, VST, 40, 125.13, 125.07, 5005.2, 2.4
2024-10-02 11:08:00-04:00, BUY, APP, 38, 130.82, 130.82, -4971.16, 0.0
2024-10-02 11:08:00-04:00, BUY, XLU, 62, 81.27, 81.28, -5038.74, 0.0
2024-10-02 11:09:00-04:00, SELL, APP, 38, 130.75, 130.82, 4968.5, -2.66
2024-10-02 11:09:00-04:00, BUY, VST, 40, 124.99, 124.99, -4999.6, 0.0
2024-10-02 11:09:00-04:00, BUY, CAT, 12, 393.74, 393.74, -4724.88, 0.0
2024-10-02 11:10:00-04:00, SELL, VST, 40, 125.21, 124.99, 5008.4, 8.8
2024-10-02 11:10:00-04:00, SELL, CAT, 12, 394.18, 393.74, 4730.16, 5.28
2024-10-02 11:10:00-04:00, BUY, NIO, 724, 6.98, 6.98, -5053.52, 0.0
2024-10-02 11:10:00-04:00, BUY, APP, 38, 131.04, 131.04, -4979.71, 0.0
2024-10-02 11:11:00-04:00, SELL, NIO, 724, 6.98, 6.98, 5049.9, -3.62
2024-10-02 11:11:00-04:00, SELL, APP, 38, 131.01, 131.04, 4978.57, -1.14
2024-10-02 11:11:00-04:00, SELL, NOC, 2, 543.42, 539.72, 1086.84, 7.4
2024-10-02 11:11:00-04:00, BUY, VST, 40, 125.3, 125.3, -5012.0, 0.0
2024-10-02 11:11:00-04:00, BUY, CAT, 12, 394.08, 394.08, -4728.96, 0.0
2024-10-02 11:12:00-04:00, SELL, VST, 40, 125.4, 125.3, 5016.0, 4.0
2024-10-02 11:12:00-04:00, SELL, CAT, 12, 393.94, 394.08, 4727.28, -1.68
2024-10-02 11:12:00-04:00, BUY, APP, 38, 131.1, 131.1, -4981.61, 0.0
2024-10-02 11:12:00-04:00, BUY, VZ, 111, 45.12, 45.12, -5008.21, 0.0
2024-10-02 11:13:00-04:00, SELL, APP, 38, 131.1, 131.1, 4981.8, 0.19
2024-10-02 11:13:00-04:00, BUY, VST, 40, 125.32, 125.32, -5012.8, 0.0
2024-10-02 11:13:00-04:00, BUY, NIO, 724, 6.97, 6.97, -5046.28, 0.0
2024-10-02 11:14:00-04:00, SELL, JD, 342, 43.84, 44.3, 14994.99, -155.04
2024-10-02 11:14:00-04:00, SELL, VST, 40, 125.42, 125.32, 5016.8, 4.0
2024-10-02 11:14:00-04:00, BUY, BMY, 93, 53.94, 53.92, -5016.88, 0.0
2024-10-02 11:14:00-04:00, BUY, CAT, 12, 394.04, 394.04, -4728.48, 0.0
2024-10-02 11:15:00-04:00, SELL, CAT, 12, 394.02, 394.04, 4728.24, -0.24
2024-10-02 11:15:00-04:00, SELL, WMT, 186, 80.35, 80.7, 14945.1, -65.76
2024-10-02 11:15:00-04:00, BUY, VST, 40, 125.4, 125.4, -5016.0, 0.0
2024-10-02 11:15:00-04:00, BUY, BIDU, 44, 113.01, 113.01, -4972.52, 0.0
2024-10-02 11:16:00-04:00, SELL, VST, 40, 125.37, 125.4, 5014.8, -1.2
2024-10-02 11:16:00-04:00, SELL, BIDU, 44, 113.0, 113.01, 4971.78, -0.74
2024-10-02 11:16:00-04:00, BUY, CAT, 12, 394.03, 394.03, -4728.36, 0.0
2024-10-02 11:16:00-04:00, BUY, APP, 38, 131.03, 131.03, -4979.14, 0.0
2024-10-02 11:17:00-04:00, SELL, CAT, 12, 394.35, 394.03, 4732.2, 3.84
2024-10-02 11:17:00-04:00, SELL, NIO, 724, 6.98, 6.97, 5053.66, 7.38
2024-10-02 11:17:00-04:00, SELL, APP, 38, 131.18, 131.03, 4984.94, 5.8
2024-10-02 11:17:00-04:00, BUY, KWEB, 134, 37.53, 37.53, -5028.6, 0.0
2024-10-02 11:17:00-04:00, BUY, JD, 114, 44.18, 44.18, -5036.52, 0.0
2024-10-02 11:18:00-04:00, BUY, PDD, 33, 151.57, 151.57, -5001.81, 0.0
2024-10-02 11:18:00-04:00, BUY, KWEB, 134, 37.52, 37.53, -5027.01, 0.0
2024-10-02 11:19:00-04:00, BUY, PDD, 33, 151.17, 151.57, -4988.53, 0.0
2024-10-02 11:19:00-04:00, BUY, VST, 40, 125.75, 125.75, -5030.14, 0.0
2024-10-02 11:20:00-04:00, SELL, VST, 40, 125.76, 125.75, 5030.4, 0.26
2024-10-02 11:20:00-04:00, BUY, XLU, 62, 81.27, 81.27, -5038.73, 0.0
2024-10-02 11:20:00-04:00, BUY, CAT, 12, 394.43, 394.43, -4733.16, 0.0
2024-10-02 11:21:00-04:00, SELL, CAT, 12, 394.38, 394.43, 4732.56, -0.6
2024-10-02 11:21:00-04:00, BUY, VST, 40, 126.0, 126.0, -5040.0, 0.0
2024-10-02 11:21:00-04:00, BUY, APP, 38, 131.26, 131.26, -4987.88, 0.0
2024-10-02 11:22:00-04:00, SELL, VST, 40, 125.85, 126.0, 5034.0, -6.0
2024-10-02 11:22:00-04:00, SELL, APP, 38, 130.95, 131.26, 4976.1, -11.78
2024-10-02 11:22:00-04:00, BUY, PDD, 33, 150.16, 151.37, -4955.28, 0.0
2024-10-02 11:22:00-04:00, BUY, CAT, 12, 393.88, 393.88, -4726.51, 0.0
2024-10-02 11:23:00-04:00, SELL, CAT, 12, 394.21, 393.88, 4730.52, 4.01
2024-10-02 11:23:00-04:00, BUY, KWEB, 135, 37.28, 37.52, -5032.8, 0.0
2024-10-02 11:23:00-04:00, BUY, VST, 40, 125.44, 125.44, -5017.6, 0.0
2024-10-02 11:24:00-04:00, SELL, PDD, 99, 149.6, 150.97, 14810.4, -135.22
2024-10-02 11:24:00-04:00, SELL, VST, 40, 125.88, 125.44, 5035.2, 17.6
2024-10-02 11:24:00-04:00, BUY, NIO, 722, 6.98, 6.98, -5038.69, 0.0
2024-10-02 11:24:00-04:00, BUY, CAT, 12, 394.27, 394.27, -4731.24, 0.0
2024-10-02 11:25:00-04:00, SELL, JD, 114, 43.75, 44.18, 4987.5, -49.02
2024-10-02 11:25:00-04:00, SELL, CAT, 12, 394.4, 394.27, 4732.8, 1.56
2024-10-02 11:25:00-04:00, BUY, VST, 40, 125.87, 125.87, -5034.8, 0.0
2024-10-02 11:25:00-04:00, BUY, APP, 38, 130.96, 130.96, -4976.48, 0.0
2024-10-02 11:26:00-04:00, SELL, VST, 40, 126.0, 125.87, 5040.0, 5.2
2024-10-02 11:26:00-04:00, SELL, APP, 38, 130.91, 130.96, 4974.58, -1.9
2024-10-02 11:26:00-04:00, SELL, NIO, 722, 6.98, 6.98, 5043.17, 4.48
2024-10-02 11:26:00-04:00, BUY, PDD, 33, 150.2, 150.2, -4956.6, 0.0
2024-10-02 11:26:00-04:00, BUY, BIDU, 44, 112.92, 112.92, -4968.48, 0.0
2024-10-02 11:27:00-04:00, BUY, PDD, 33, 150.52, 150.2, -4967.16, 0.0
2024-10-02 11:27:00-04:00, BUY, VST, 40, 126.01, 126.01, -5040.4, 0.0
2024-10-02 11:28:00-04:00, SELL, BIDU, 44, 112.93, 112.92, 4968.92, 0.44
2024-10-02 11:28:00-04:00, SELL, VST, 40, 125.74, 126.01, 5029.6, -10.8
2024-10-02 11:28:00-04:00, SELL, BMY, 279, 54.07, 53.93, 15085.53, 38.6
2024-10-02 11:28:00-04:00, BUY, PDD, 33, 150.32, 150.36, -4960.39, 0.0
2024-10-02 11:28:00-04:00, BUY, NIO, 722, 6.98, 6.98, -5035.95, 0.0
2024-10-02 11:29:00-04:00, BUY, VST, 40, 125.94, 125.94, -5037.6, 0.0
2024-10-02 11:29:00-04:00, BUY, BIDU, 44, 112.86, 112.86, -4965.84, 0.0
2024-10-02 11:30:00-04:00, SELL, VST, 40, 125.91, 125.94, 5036.4, -1.2
2024-10-02 11:30:00-04:00, BUY, BMY, 93, 54.15, 54.15, -5035.95, 0.0
2024-10-02 11:30:00-04:00, BUY, NEE, 59, 84.99, 84.99, -5014.41, 0.0
2024-10-02 11:31:00-04:00, SELL, NEE, 59, 84.97, 84.99, 5013.22, -1.19
2024-10-02 11:31:00-04:00, SELL, BMY, 93, 54.1, 54.15, 5030.85, -5.1
2024-10-02 11:31:00-04:00, BUY, VST, 40, 125.97, 125.97, -5038.8, 0.0
2024-10-02 11:31:00-04:00, BUY, NIO, 723, 6.97, 6.98, -5039.24, 0.0
2024-10-02 11:32:00-04:00, SELL, VST, 40, 126.02, 125.97, 5040.6, 1.8
2024-10-02 11:32:00-04:00, SELL, NIO, 1445, 6.98, 6.97, 10093.33, 18.14
2024-10-02 11:32:00-04:00, BUY, BMY, 93, 54.16, 54.16, -5036.83, 0.0
2024-10-02 11:32:00-04:00, BUY, NEE, 59, 84.96, 84.96, -5012.64, 0.0
2024-10-02 11:33:00-04:00, SELL, NEE, 59, 84.9, 84.96, 5009.1, -3.54
2024-10-02 11:33:00-04:00, SELL, BMY, 93, 54.2, 54.16, 5040.6, 3.77
2024-10-02 11:33:00-04:00, SELL, XLU, 186, 81.33, 81.27, 15127.81, 10.97
2024-10-02 11:33:00-04:00, SELL, BIDU, 44, 112.98, 112.86, 4971.12, 5.28
2024-10-02 11:33:00-04:00, BUY, VST, 40, 125.92, 125.92, -5037.0, 0.0
2024-10-02 11:33:00-04:00, BUY, NIO, 721, 7.0, 7.0, -5043.4, 0.0
2024-10-02 11:34:00-04:00, SELL, IEMG, 258, 58.55, 58.35, 15105.9, 51.15
2024-10-02 11:34:00-04:00, SELL, NIO, 721, 7.01, 7.0, 5054.21, 10.81
2024-10-02 11:34:00-04:00, SELL, VST, 40, 126.06, 125.92, 5042.4, 5.4
2024-10-02 11:34:00-04:00, BUY, BMY, 93, 54.26, 54.26, -5045.72, 0.0
2024-10-02 11:34:00-04:00, BUY, XLU, 62, 81.35, 81.35, -5043.7, 0.0
2024-10-02 11:35:00-04:00, SELL, BMY, 93, 54.3, 54.26, 5049.44, 3.72
2024-10-02 11:35:00-04:00, BUY, IEMG, 86, 58.58, 58.58, -5037.45, 0.0
2024-10-02 11:35:00-04:00, BUY, JD, 114, 44.32, 44.32, -5051.91, 0.0
2024-10-02 11:36:00-04:00, SELL, IEMG, 86, 58.53, 58.58, 5033.58, -3.87
2024-10-02 11:36:00-04:00, BUY, VST, 39, 126.23, 126.23, -4922.97, 0.0
2024-10-02 11:36:00-04:00, BUY, BMY, 92, 54.42, 54.42, -5006.18, 0.0
2024-10-02 11:37:00-04:00, SELL, BMY, 92, 54.45, 54.42, 5009.4, 3.22
2024-10-02 11:37:00-04:00, SELL, VST, 39, 126.44, 126.23, 4931.35, 8.38
2024-10-02 11:37:00-04:00, BUY, NIO, 719, 7.02, 7.02, -5048.24, 0.0
2024-10-02 11:37:00-04:00, BUY, XLU, 62, 81.34, 81.35, -5043.39, 0.0
2024-10-02 11:38:00-04:00, SELL, NIO, 719, 7.02, 7.02, 5047.38, -0.86
2024-10-02 11:38:00-04:00, BUY, VST, 39, 126.56, 126.56, -4935.84, 0.0
2024-10-02 11:38:00-04:00, BUY, BMY, 92, 54.35, 54.35, -5000.33, 0.0
2024-10-02 11:39:00-04:00, SELL, VST, 39, 126.82, 126.56, 4945.98, 10.14
2024-10-02 11:39:00-04:00, SELL, VZ, 111, 45.16, 45.12, 5013.31, 5.11
2024-10-02 11:39:00-04:00, SELL, BMY, 92, 54.41, 54.35, 5005.72, 5.39
2024-10-02 11:39:00-04:00, BUY, BIDU, 44, 112.93, 112.93, -4968.83, 0.0
2024-10-02 11:39:00-04:00, BUY, NIO, 720, 7.0, 7.0, -5043.1, 0.0
2024-10-02 11:40:00-04:00, SELL, NIO, 720, 7.0, 7.0, 5036.4, -6.7
2024-10-02 11:40:00-04:00, BUY, VST, 39, 126.89, 126.89, -4948.52, 0.0
2024-10-02 11:40:00-04:00, BUY, BMY, 92, 54.41, 54.41, -5005.72, 0.0
2024-10-02 11:41:00-04:00, SELL, BMY, 92, 54.47, 54.41, 5011.24, 5.52
2024-10-02 11:41:00-04:00, SELL, VST, 39, 126.74, 126.89, 4942.86, -5.66
2024-10-02 11:41:00-04:00, SELL, JD, 114, 43.86, 44.32, 5000.05, -51.86
2024-10-02 11:41:00-04:00, BUY, NIO, 722, 6.98, 6.98, -5039.85, 0.0
2024-10-02 11:41:00-04:00, BUY, NEE, 59, 84.98, 84.98, -5014.12, 0.0
2024-10-02 11:42:00-04:00, SELL, NEE, 59, 84.99, 84.98, 5014.41, 0.3
2024-10-02 11:42:00-04:00, SELL, NIO, 722, 7.0, 6.98, 5054.0, 14.15
2024-10-02 11:42:00-04:00, BUY, VST, 39, 126.62, 126.62, -4938.18, 0.0
2024-10-02 11:42:00-04:00, BUY, BMY, 92, 54.52, 54.52, -5015.38, 0.0
2024-10-02 11:43:00-04:00, SELL, BMY, 92, 54.48, 54.52, 5012.62, -2.76
2024-10-02 11:43:00-04:00, SELL, PDD, 99, 149.27, 150.34, 14777.73, -106.42
2024-10-02 11:43:00-04:00, SELL, VST, 39, 126.85, 126.62, 4947.15, 8.97
2024-10-02 11:43:00-04:00, BUY, NIO, 719, 7.01, 7.01, -5037.17, 0.0
2024-10-02 11:43:00-04:00, BUY, NEE, 59, 85.01, 85.01, -5015.59, 0.0
2024-10-02 11:44:00-04:00, SELL, NIO, 719, 7.01, 7.01, 5040.19, 3.02
2024-10-02 11:44:00-04:00, SELL, NEE, 59, 84.97, 85.01, 5013.23, -2.36
2024-10-02 11:44:00-04:00, BUY, VST, 39, 126.86, 126.86, -4947.54, 0.0
2024-10-02 11:44:00-04:00, BUY, BMY, 92, 54.46, 54.46, -5009.86, 0.0
2024-10-02 11:45:00-04:00, SELL, VST, 39, 126.81, 126.86, 4945.67, -1.87
2024-10-02 11:45:00-04:00, SELL, BMY, 92, 54.48, 54.46, 5012.53, 2.67
2024-10-02 11:45:00-04:00, BUY, NIO, 718, 7.02, 7.02, -5036.77, 0.0
2024-10-02 11:45:00-04:00, BUY, CAT, 12, 395.63, 395.63, -4747.56, 0.0
2024-10-02 11:46:00-04:00, SELL, NIO, 718, 7.02, 7.02, 5040.36, 3.59
2024-10-02 11:46:00-04:00, SELL, CAT, 12, 395.5, 395.63, 4746.0, -1.56
2024-10-02 11:46:00-04:00, BUY, PDD, 33, 149.9, 149.9, -4946.54, 0.0
2024-10-02 11:46:00-04:00, BUY, VST, 39, 126.91, 126.91, -4949.49, 0.0
2024-10-02 11:47:00-04:00, SELL, VST, 39, 126.88, 126.91, 4948.12, -1.36
2024-10-02 11:47:00-04:00, BUY, PDD, 33, 150.21, 149.9, -4956.93, 0.0
2024-10-02 11:47:00-04:00, BUY, BMY, 92, 54.52, 54.52, -5016.3, 0.0
2024-10-02 11:48:00-04:00, SELL, BMY, 92, 54.51, 54.52, 5014.92, -1.38
2024-10-02 11:48:00-04:00, SELL, BIDU, 44, 113.01, 112.93, 4972.44, 3.61
2024-10-02 11:48:00-04:00, BUY, PDD, 33, 150.24, 150.05, -4957.76, 0.0
2024-10-02 11:48:00-04:00, BUY, VST, 39, 126.89, 126.89, -4948.71, 0.0
2024-10-02 11:49:00-04:00, SELL, VST, 39, 126.82, 126.89, 4945.98, -2.73
2024-10-02 11:49:00-04:00, BUY, IEMG, 86, 58.58, 58.58, -5037.45, 0.0
2024-10-02 11:49:00-04:00, BUY, BMY, 92, 54.45, 54.45, -5009.4, 0.0
2024-10-02 11:50:00-04:00, SELL, BMY, 92, 54.5, 54.45, 5014.46, 5.06
2024-10-02 11:50:00-04:00, SELL, IEMG, 86, 58.55, 58.58, 5035.3, -2.15
2024-10-02 11:50:00-04:00, BUY, VST, 39, 126.72, 126.72, -4941.94, 0.0
2024-10-02 11:50:00-04:00, BUY, NIO, 719, 7.02, 7.02, -5047.67, 0.0
2024-10-02 11:51:00-04:00, SELL, NIO, 719, 7.02, 7.02, 5050.11, 2.44
2024-10-02 11:51:00-04:00, SELL, VST, 39, 126.5, 126.72, 4933.35, -8.59
2024-10-02 11:51:00-04:00, BUY, BMY, 92, 54.49, 54.49, -5013.3, 0.0
2024-10-02 11:51:00-04:00, BUY, XLU, 62, 81.42, 81.35, -5048.35, 0.0
2024-10-02 11:52:00-04:00, SELL, BMY, 92, 54.47, 54.49, 5011.24, -2.06
2024-10-02 11:52:00-04:00, BUY, IEMG, 86, 58.57, 58.57, -5036.8, 0.0
2024-10-02 11:52:00-04:00, BUY, VST, 39, 126.39, 126.39, -4929.38, 0.0
2024-10-02 11:53:00-04:00, SELL, VST, 39, 126.14, 126.39, 4919.46, -9.91
2024-10-02 11:53:00-04:00, SELL, IEMG, 86, 58.57, 58.57, 5037.02, 0.22
2024-10-02 11:53:00-04:00, BUY, BMY, 92, 54.45, 54.45, -5009.4, 0.0
2024-10-02 11:53:00-04:00, BUY, TCOM, 78, 64.59, 64.59, -5038.02, 0.0
2024-10-02 11:54:00-04:00, SELL, BMY, 92, 54.45, 54.45, 5009.39, -0.01
2024-10-02 11:54:00-04:00, SELL, TCOM, 78, 64.57, 64.59, 5036.46, -1.56
2024-10-02 11:54:00-04:00, BUY, IEMG, 86, 58.58, 58.58, -5037.88, 0.0
2024-10-02 11:54:00-04:00, BUY, VST, 40, 126.2, 126.2, -5048.0, 0.0
2024-10-02 11:55:00-04:00, SELL, IEMG, 86, 58.52, 58.58, 5032.29, -5.59
2024-10-02 11:55:00-04:00, SELL, VST, 40, 126.18, 126.2, 5047.4, -0.6
2024-10-02 11:55:00-04:00, BUY, BMY, 92, 54.44, 54.44, -5008.94, 0.0
2024-10-02 11:55:00-04:00, BUY, BIDU, 44, 112.92, 112.92, -4968.48, 0.0
2024-10-02 11:56:00-04:00, SELL, PDD, 99, 151.83, 150.11, 15031.17, 169.95
2024-10-02 11:56:00-04:00, SELL, BMY, 92, 54.29, 54.44, 4994.68, -14.26
2024-10-02 11:56:00-04:00, SELL, BIDU, 44, 113.01, 112.92, 4972.44, 3.96
2024-10-02 11:56:00-04:00, BUY, VST, 40, 126.19, 126.19, -5047.6, 0.0
2024-10-02 11:56:00-04:00, BUY, NIO, 717, 7.04, 7.04, -5044.1, 0.0
2024-10-02 11:57:00-04:00, SELL, NIO, 717, 7.04, 7.04, 5047.68, 3.59
2024-10-02 11:57:00-04:00, SELL, VST, 40, 126.14, 126.19, 5045.6, -2.0
2024-10-02 11:57:00-04:00, BUY, PDD, 33, 152.11, 152.11, -5019.63, 0.0
2024-10-02 11:57:00-04:00, BUY, BMY, 93, 54.26, 54.26, -5046.17, 0.0
2024-10-02 11:58:00-04:00, SELL, PDD, 33, 151.79, 152.11, 5009.07, -10.56
2024-10-02 11:58:00-04:00, SELL, BMY, 93, 54.24, 54.26, 5044.78, -1.39
2024-10-02 11:58:00-04:00, BUY, VST, 40, 126.16, 126.16, -5046.22, 0.0
2024-10-02 11:58:00-04:00, BUY, BIDU, 44, 113.02, 113.02, -4973.1, 0.0
2024-10-02 11:59:00-04:00, SELL, BIDU, 44, 113.12, 113.02, 4977.5, 4.4
2024-10-02 11:59:00-04:00, SELL, VST, 40, 126.09, 126.16, 5043.6, -2.62
2024-10-02 11:59:00-04:00, BUY, PDD, 33, 152.17, 152.17, -5021.61, 0.0
