시간, 매매, 종목, 수량, 현재가, 평균가, 현금변화, 이익
2024-10-01 09:42:00-04:00, SELL, AA, 128, 39.09, 39.04, 5003.52, 6.4
2024-10-01 09:42:00-04:00, SELL, BMY, 96, 51.98, 51.85, 4990.08, 12.48
2024-10-01 09:42:00-04:00, BUY, LMT, 8, 592.12, 592.12, -4736.93, 0.0
2024-10-01 09:42:00-04:00, BUY, TSLL, 369, 13.55, 13.55, -4999.95, 0.0
2024-10-01 09:43:00-04:00, SELL, LMT, 8, 593.21, 592.12, 4745.64, 8.71
2024-10-01 09:43:00-04:00, SELL, TSLL, 369, 13.59, 13.55, 5014.53, 14.58
2024-10-01 09:43:00-04:00, BUY, VST, 42, 117.78, 117.12, -4946.76, 0.0
2024-10-01 09:43:00-04:00, BUY, WMT, 62, 80.74, 80.74, -5005.57, 0.0
2024-10-01 09:44:00-04:00, SELL, WMT, 62, 80.78, 80.74, 5008.36, 2.79
2024-10-01 09:44:00-04:00, BUY, META, 8, 579.5, 579.5, -4636.0, 0.0
2024-10-01 09:44:00-04:00, BUY, LMT, 8, 590.74, 590.74, -4725.88, 0.0
2024-10-01 09:45:00-04:00, SELL, META, 8, 578.83, 579.5, 4630.64, -5.36
2024-10-01 09:45:00-04:00, SELL, LMT, 8, 590.47, 590.74, 4723.76, -2.12
2024-10-01 09:45:00-04:00, BUY, TSLL, 368, 13.58, 13.58, -4995.6, 0.0
2024-10-01 09:45:00-04:00, BUY, WMT, 61, 80.79, 80.79, -4928.19, 0.0
2024-10-01 09:46:00-04:00, SELL, TSLL, 368, 13.57, 13.58, 4993.76, -1.84
2024-10-01 09:46:00-04:00, SELL, WMT, 61, 80.71, 80.79, 4923.31, -4.88
2024-10-01 09:46:00-04:00, BUY, LMT, 8, 590.91, 590.91, -4727.25, 0.0
2024-10-01 09:46:00-04:00, BUY, VST, 42, 117.35, 117.45, -4928.7, 0.0
2024-10-01 09:47:00-04:00, SELL, LMT, 8, 590.35, 590.91, 4722.81, -4.44
2024-10-01 09:47:00-04:00, BUY, WMT, 62, 80.7, 80.7, -5003.71, 0.0
2024-10-01 09:47:00-04:00, BUY, BMY, 96, 51.75, 51.75, -4968.0, 0.0
2024-10-01 09:48:00-04:00, SELL, BMY, 96, 51.83, 51.75, 4975.68, 7.68
2024-10-01 09:48:00-04:00, BUY, LMT, 8, 594.19, 594.19, -4753.52, 0.0
2024-10-01 09:48:00-04:00, BUY, WMT, 62, 80.62, 80.7, -4998.44, 0.0
2024-10-01 09:49:00-04:00, SELL, LMT, 8, 593.27, 594.19, 4746.19, -7.33
2024-10-01 09:49:00-04:00, SELL, WMT, 124, 80.67, 80.66, 10003.08, 0.93
2024-10-01 09:49:00-04:00, BUY, META, 8, 576.36, 576.36, -4610.86, 0.0
2024-10-01 09:49:00-04:00, BUY, BMY, 96, 51.94, 51.94, -4986.24, 0.0
2024-10-01 09:50:00-04:00, BUY, LMT, 8, 593.1, 593.1, -4744.84, 0.0
2024-10-01 09:50:00-04:00, BUY, WMT, 62, 80.7, 80.7, -5003.4, 0.0
2024-10-01 09:51:00-04:00, SELL, LMT, 8, 592.58, 593.1, 4740.6, -4.24
2024-10-01 09:51:00-04:00, SELL, WMT, 62, 80.74, 80.7, 5006.11, 2.71
2024-10-01 09:51:00-04:00, SELL, BMY, 96, 51.96, 51.94, 4988.16, 1.92
2024-10-01 09:51:00-04:00, BUY, LOW, 18, 269.52, 269.52, -4851.45, 0.0
2024-10-01 09:51:00-04:00, BUY, LHX, 20, 240.62, 240.62, -4812.3, 0.0
2024-10-01 09:52:00-04:00, SELL, LHX, 20, 240.52, 240.62, 4810.3, -2.0
2024-10-01 09:52:00-04:00, BUY, LMT, 8, 592.72, 592.72, -4741.76, 0.0
2024-10-01 09:52:00-04:00, BUY, WMT, 62, 80.76, 80.76, -5007.12, 0.0
2024-10-01 09:53:00-04:00, SELL, WMT, 62, 80.78, 80.76, 5008.36, 1.24
2024-10-01 09:53:00-04:00, SELL, VST, 126, 118.14, 117.42, 14886.27, 91.98
2024-10-01 09:53:00-04:00, SELL, LMT, 8, 593.28, 592.72, 4746.24, 4.48
2024-10-01 09:53:00-04:00, BUY, META, 8, 575.88, 576.36, -4607.04, 0.0
2024-10-01 09:53:00-04:00, BUY, BMY, 96, 51.94, 51.94, -4986.72, 0.0
2024-10-01 09:54:00-04:00, BUY, LMT, 8, 595.9, 595.9, -4767.2, 0.0
2024-10-01 09:54:00-04:00, BUY, WMT, 62, 80.78, 80.78, -5008.67, 0.0
2024-10-01 09:55:00-04:00, SELL, LMT, 8, 595.02, 595.9, 4760.12, -7.08
2024-10-01 09:55:00-04:00, SELL, BMY, 96, 51.96, 51.94, 4988.15, 1.43
2024-10-01 09:55:00-04:00, SELL, WMT, 62, 80.69, 80.78, 5002.79, -5.88
2024-10-01 09:55:00-04:00, BUY, VST, 42, 117.63, 117.63, -4940.46, 0.0
2024-10-01 09:55:00-04:00, BUY, LOW, 18, 269.8, 269.52, -4856.49, 0.0
2024-10-01 09:56:00-04:00, BUY, META, 8, 576.66, 576.12, -4613.28, 0.0
2024-10-01 09:56:00-04:00, BUY, LMT, 8, 596.83, 596.83, -4774.64, 0.0
2024-10-01 09:57:00-04:00, SELL, META, 24, 577.62, 576.3, 13863.0, 31.82
2024-10-01 09:57:00-04:00, SELL, LMT, 8, 595.99, 596.83, 4767.92, -6.72
2024-10-01 09:57:00-04:00, BUY, XLI, 37, 135.04, 135.04, -4996.48, 0.0
2024-10-01 09:57:00-04:00, BUY, WMT, 62, 80.74, 80.74, -5005.57, 0.0
2024-10-01 09:58:00-04:00, SELL, XLI, 37, 135.11, 135.04, 4999.07, 2.59
2024-10-01 09:58:00-04:00, SELL, WMT, 62, 80.66, 80.74, 5000.92, -4.65
2024-10-01 09:58:00-04:00, SELL, APO, 117, 129.13, 127.5, 15108.21, 190.71
2024-10-01 09:58:00-04:00, BUY, LMT, 8, 597.12, 597.12, -4776.96, 0.0
2024-10-01 09:58:00-04:00, BUY, VST, 42, 117.82, 117.63, -4948.23, 0.0
2024-10-01 09:59:00-04:00, SELL, LMT, 8, 596.33, 597.12, 4770.64, -6.32
2024-10-01 09:59:00-04:00, BUY, XLI, 37, 135.15, 135.15, -5000.55, 0.0
2024-10-01 09:59:00-04:00, BUY, WMT, 62, 80.73, 80.73, -5005.26, 0.0
2024-10-01 10:00:00-04:00, SELL, XLI, 37, 135.05, 135.15, 4996.85, -3.7
2024-10-01 10:00:00-04:00, BUY, PLTR, 133, 37.42, 37.42, -4976.86, 0.0
2024-10-01 10:00:00-04:00, BUY, FXI, 155, 32.3, 32.3, -5007.27, 0.0
2024-10-01 10:01:00-04:00, SELL, PLTR, 133, 37.37, 37.42, 4970.34, -6.52
2024-10-01 10:01:00-04:00, BUY, XLI, 37, 135.17, 135.17, -5001.29, 0.0
2024-10-01 10:01:00-04:00, BUY, FXI, 155, 32.28, 32.3, -5003.4, 0.0
2024-10-01 10:02:00-04:00, SELL, XLI, 37, 135.02, 135.17, 4995.74, -5.55
2024-10-01 10:02:00-04:00, BUY, KWEB, 143, 34.88, 34.88, -4987.84, 0.0
2024-10-01 10:02:00-04:00, BUY, LMT, 8, 596.48, 596.48, -4771.84, 0.0
2024-10-01 10:03:00-04:00, SELL, FXI, 310, 32.37, 32.29, 10034.7, 24.02
2024-10-01 10:03:00-04:00, BUY, XLI, 37, 135.03, 135.03, -4996.11, 0.0
2024-10-01 10:03:00-04:00, BUY, PLTR, 134, 37.38, 37.38, -5008.25, 0.0
2024-10-01 10:04:00-04:00, SELL, XLI, 37, 135.1, 135.03, 4998.7, 2.59
2024-10-01 10:04:00-04:00, BUY, META, 8, 581.36, 581.36, -4650.92, 0.0
2024-10-01 10:04:00-04:00, BUY, FXI, 154, 32.46, 32.46, -4998.07, 0.0
2024-10-01 10:05:00-04:00, SELL, META, 8, 581.0, 581.36, 4648.0, -2.92
2024-10-01 10:05:00-04:00, SELL, WMT, 62, 80.53, 80.73, 4992.86, -12.4
2024-10-01 10:05:00-04:00, BUY, XLI, 37, 134.97, 134.97, -4993.89, 0.0
2024-10-01 10:05:00-04:00, BUY, FXI, 154, 32.35, 32.46, -4982.67, 0.0
2024-10-01 10:06:00-04:00, BUY, META, 8, 579.79, 579.79, -4638.32, 0.0
2024-10-01 10:06:00-04:00, BUY, FXI, 155, 32.3, 32.4, -5006.5, 0.0
2024-10-01 10:07:00-04:00, SELL, META, 8, 578.42, 579.79, 4627.36, -10.96
2024-10-01 10:07:00-04:00, BUY, PLTR, 133, 37.43, 37.38, -4978.18, 0.0
2024-10-01 10:07:00-04:00, BUY, LMT, 8, 597.76, 596.48, -4782.04, 0.0
2024-10-01 10:08:00-04:00, SELL, XLI, 37, 134.72, 134.97, 4984.64, -9.25
2024-10-01 10:08:00-04:00, BUY, PLTR, 133, 37.43, 37.4, -4978.19, 0.0
2024-10-01 10:08:00-04:00, BUY, LMT, 8, 598.24, 597.12, -4785.92, 0.0
2024-10-01 10:09:00-04:00, SELL, VST, 84, 118.2, 117.72, 9929.22, 40.53
2024-10-01 10:09:00-04:00, SELL, LOW, 36, 269.24, 269.66, 9692.82, -15.12
2024-10-01 10:09:00-04:00, SELL, PLTR, 400, 37.26, 37.41, 14903.68, -60.94
2024-10-01 10:09:00-04:00, BUY, WMT, 62, 80.54, 80.54, -4993.51, 0.0
2024-10-01 10:09:00-04:00, BUY, LHX, 20, 243.39, 243.39, -4867.8, 0.0
2024-10-01 10:10:00-04:00, SELL, WMT, 62, 80.53, 80.54, 4992.55, -0.96
2024-10-01 10:10:00-04:00, SELL, LHX, 20, 243.07, 243.39, 4861.4, -6.4
2024-10-01 10:10:00-04:00, BUY, CME, 22, 223.4, 223.4, -4914.69, 0.0
2024-10-01 10:10:00-04:00, BUY, PHM, 34, 143.27, 143.27, -4871.18, 0.0
2024-10-01 10:11:00-04:00, SELL, CME, 22, 223.37, 223.4, 4914.14, -0.55
2024-10-01 10:11:00-04:00, SELL, KWEB, 143, 34.67, 34.88, 4957.81, -30.03
2024-10-01 10:11:00-04:00, BUY, WMT, 62, 80.53, 80.53, -4992.86, 0.0
2024-10-01 10:11:00-04:00, BUY, IWD, 26, 188.37, 188.37, -4897.62, 0.0
2024-10-01 10:12:00-04:00, SELL, WMT, 62, 80.59, 80.53, 4996.58, 3.72
2024-10-01 10:12:00-04:00, BUY, EXC, 123, 40.64, 40.64, -4998.72, 0.0
2024-10-01 10:12:00-04:00, BUY, LHX, 20, 243.27, 243.27, -4865.4, 0.0
2024-10-01 10:13:00-04:00, SELL, EXC, 123, 40.68, 40.64, 5003.64, 4.92
2024-10-01 10:13:00-04:00, SELL, LHX, 20, 243.52, 243.27, 4870.4, 5.0
2024-10-01 10:13:00-04:00, BUY, WMT, 62, 80.54, 80.54, -4993.79, 0.0
2024-10-01 10:13:00-04:00, BUY, APO, 39, 128.17, 128.17, -4998.46, 0.0
2024-10-01 10:14:00-04:00, SELL, WMT, 62, 80.58, 80.54, 4996.27, 2.48
2024-10-01 10:14:00-04:00, SELL, APO, 39, 128.48, 128.17, 5010.72, 12.26
2024-10-01 10:14:00-04:00, BUY, EXC, 122, 40.72, 40.72, -4967.23, 0.0
2024-10-01 10:14:00-04:00, BUY, IWD, 26, 188.47, 188.37, -4900.22, 0.0
2024-10-01 10:15:00-04:00, SELL, EXC, 122, 40.76, 40.72, 4973.32, 6.09
2024-10-01 10:15:00-04:00, BUY, XLU, 61, 80.87, 80.87, -4933.07, 0.0
2024-10-01 10:15:00-04:00, BUY, WMT, 62, 80.61, 80.61, -4997.82, 0.0
2024-10-01 10:16:00-04:00, SELL, XLU, 61, 80.89, 80.87, 4934.29, 1.22
2024-10-01 10:16:00-04:00, SELL, FXI, 463, 32.11, 32.37, 14866.98, -120.26
2024-10-01 10:16:00-04:00, BUY, EXC, 122, 40.8, 40.8, -4977.17, 0.0
2024-10-01 10:16:00-04:00, BUY, WMT, 62, 80.65, 80.61, -5000.3, 0.0
2024-10-01 10:17:00-04:00, SELL, EXC, 122, 40.84, 40.8, 4982.48, 5.31
2024-10-01 10:17:00-04:00, SELL, WMT, 124, 80.69, 80.63, 10006.18, 8.06
2024-10-01 10:17:00-04:00, BUY, XLU, 61, 80.91, 80.91, -4935.51, 0.0
2024-10-01 10:17:00-04:00, BUY, APO, 38, 128.41, 128.41, -4879.58, 0.0
2024-10-01 10:18:00-04:00, SELL, XLU, 61, 80.88, 80.91, 4933.68, -1.83
2024-10-01 10:18:00-04:00, BUY, JD, 121, 41.07, 41.07, -4969.22, 0.0
2024-10-01 10:18:00-04:00, BUY, EXC, 122, 40.83, 40.83, -4980.65, 0.0
2024-10-01 10:19:00-04:00, SELL, EXC, 122, 40.8, 40.83, 4976.99, -3.66
2024-10-01 10:19:00-04:00, BUY, JD, 121, 41.05, 41.07, -4967.05, 0.0
2024-10-01 10:19:00-04:00, BUY, XLU, 61, 80.86, 80.86, -4932.46, 0.0
2024-10-01 10:20:00-04:00, SELL, XLU, 61, 80.92, 80.86, 4936.12, 3.66
2024-10-01 10:20:00-04:00, SELL, PHM, 34, 143.38, 143.27, 4874.92, 3.74
2024-10-01 10:20:00-04:00, SELL, APO, 38, 128.49, 128.41, 4882.62, 3.04
2024-10-01 10:20:00-04:00, BUY, EXC, 122, 40.83, 40.83, -4981.26, 0.0
2024-10-01 10:20:00-04:00, BUY, WMT, 61, 80.76, 80.76, -4926.52, 0.0
2024-10-01 10:21:00-04:00, SELL, EXC, 122, 40.78, 40.83, 4975.16, -6.1
2024-10-01 10:21:00-04:00, SELL, WMT, 61, 80.82, 80.76, 4930.32, 3.81
2024-10-01 10:21:00-04:00, BUY, PLTR, 135, 36.85, 36.85, -4975.42, 0.0
2024-10-01 10:21:00-04:00, BUY, XLI, 37, 135.05, 135.05, -4996.85, 0.0
2024-10-01 10:22:00-04:00, SELL, XLI, 37, 135.13, 135.05, 4999.81, 2.96
2024-10-01 10:22:00-04:00, BUY, PLTR, 135, 36.88, 36.85, -4978.65, 0.0
2024-10-01 10:22:00-04:00, BUY, XLU, 61, 80.9, 80.9, -4934.9, 0.0
2024-10-01 10:23:00-04:00, SELL, XLU, 61, 80.89, 80.9, 4933.99, -0.91
2024-10-01 10:23:00-04:00, BUY, PLTR, 135, 36.9, 36.87, -4980.83, 0.0
2024-10-01 10:23:00-04:00, BUY, FXI, 155, 32.2, 32.2, -4990.23, 0.0
2024-10-01 10:24:00-04:00, SELL, FXI, 155, 32.1, 32.2, 4976.27, -13.95
2024-10-01 10:24:00-04:00, BUY, XLI, 37, 135.01, 135.01, -4995.37, 0.0
2024-10-01 10:24:00-04:00, BUY, XLU, 61, 80.89, 80.89, -4933.99, 0.0
2024-10-01 10:25:00-04:00, SELL, XLU, 61, 80.86, 80.89, 4932.46, -1.53
2024-10-01 10:25:00-04:00, SELL, XLI, 37, 134.88, 135.01, 4990.56, -4.81
2024-10-01 10:25:00-04:00, BUY, APO, 38, 128.54, 128.54, -4884.52, 0.0
2024-10-01 10:25:00-04:00, BUY, EXC, 122, 40.8, 40.8, -4976.99, 0.0
2024-10-01 10:26:00-04:00, SELL, APO, 38, 128.44, 128.54, 4880.91, -3.61
2024-10-01 10:26:00-04:00, SELL, EXC, 122, 40.82, 40.8, 4980.04, 3.05
2024-10-01 10:26:00-04:00, BUY, XLU, 61, 80.9, 80.9, -4935.2, 0.0
2024-10-01 10:26:00-04:00, BUY, LHX, 20, 243.42, 243.42, -4868.4, 0.0
2024-10-01 10:27:00-04:00, SELL, XLU, 61, 80.94, 80.9, 4937.04, 1.83
2024-10-01 10:27:00-04:00, SELL, LHX, 20, 243.07, 243.42, 4861.4, -7.0
2024-10-01 10:27:00-04:00, BUY, APO, 38, 128.28, 128.28, -4874.64, 0.0
2024-10-01 10:27:00-04:00, BUY, EXC, 122, 40.84, 40.84, -4982.48, 0.0
2024-10-01 10:28:00-04:00, SELL, EXC, 122, 40.85, 40.84, 4983.7, 1.22
2024-10-01 10:28:00-04:00, BUY, XLU, 61, 80.96, 80.96, -4938.56, 0.0
2024-10-01 10:28:00-04:00, BUY, APO, 38, 128.12, 128.28, -4868.37, 0.0
2024-10-01 10:29:00-04:00, SELL, XLU, 61, 81.04, 80.96, 4943.44, 4.88
2024-10-01 10:29:00-04:00, SELL, APO, 76, 128.51, 128.2, 9766.76, 23.75
2024-10-01 10:29:00-04:00, SELL, JD, 242, 40.81, 41.06, 9876.02, -60.25
2024-10-01 10:29:00-04:00, BUY, EXC, 122, 40.9, 40.9, -4989.8, 0.0
2024-10-01 10:29:00-04:00, BUY, LOW, 18, 269.56, 269.56, -4851.99, 0.0
2024-10-01 10:30:00-04:00, SELL, LMT, 24, 600.73, 597.49, 14417.52, 77.72
2024-10-01 10:30:00-04:00, SELL, EXC, 122, 40.88, 40.9, 4986.75, -3.05
2024-10-01 10:30:00-04:00, BUY, XLU, 61, 81.0, 81.0, -4940.7, 0.0
2024-10-01 10:30:00-04:00, BUY, APO, 39, 128.07, 128.07, -4994.73, 0.0
2024-10-01 10:31:00-04:00, SELL, PLTR, 405, 36.51, 36.88, 14786.51, -148.39
2024-10-01 10:31:00-04:00, SELL, XLU, 61, 81.06, 81.0, 4944.36, 3.66
2024-10-01 10:31:00-04:00, BUY, LMT, 8, 600.63, 600.63, -4805.04, 0.0
2024-10-01 10:31:00-04:00, BUY, APO, 38, 128.16, 128.07, -4870.27, 0.0
2024-10-01 10:32:00-04:00, SELL, LMT, 8, 600.63, 600.63, 4805.04, 0.0
2024-10-01 10:32:00-04:00, BUY, XLU, 61, 81.03, 81.03, -4942.83, 0.0
2024-10-01 10:32:00-04:00, BUY, EXC, 122, 40.9, 40.9, -4989.8, 0.0
2024-10-01 10:33:00-04:00, SELL, XLU, 61, 81.06, 81.03, 4944.96, 2.14
2024-10-01 10:33:00-04:00, SELL, EXC, 122, 40.91, 40.9, 4991.02, 1.22
2024-10-01 10:33:00-04:00, BUY, LMT, 8, 600.83, 600.83, -4806.6, 0.0
2024-10-01 10:33:00-04:00, BUY, APO, 39, 128.04, 128.12, -4993.75, 0.0
2024-10-01 10:34:00-04:00, SELL, LMT, 8, 602.01, 600.83, 4816.08, 9.48
2024-10-01 10:34:00-04:00, SELL, APO, 116, 128.31, 128.09, 14884.46, 25.7
2024-10-01 10:34:00-04:00, BUY, XLU, 61, 81.08, 81.08, -4945.88, 0.0
2024-10-01 10:34:00-04:00, BUY, SO, 54, 91.28, 91.28, -4929.12, 0.0
2024-10-01 10:35:00-04:00, SELL, XLU, 61, 81.06, 81.08, 4944.96, -0.91
2024-10-01 10:35:00-04:00, SELL, SO, 54, 91.29, 91.28, 4929.66, 0.54
2024-10-01 10:35:00-04:00, BUY, LMT, 8, 601.62, 601.62, -4812.92, 0.0
2024-10-01 10:35:00-04:00, BUY, LHX, 20, 244.55, 244.55, -4891.0, 0.0
2024-10-01 10:36:00-04:00, SELL, LOW, 18, 269.36, 269.56, 4848.39, -3.6
2024-10-01 10:36:00-04:00, SELL, LMT, 8, 601.76, 601.62, 4814.04, 1.12
2024-10-01 10:36:00-04:00, SELL, LHX, 20, 244.65, 244.55, 4893.0, 2.0
2024-10-01 10:36:00-04:00, BUY, JD, 121, 41.06, 41.06, -4968.26, 0.0
2024-10-01 10:36:00-04:00, BUY, XLI, 37, 134.98, 134.98, -4994.26, 0.0
2024-10-01 10:37:00-04:00, BUY, FXI, 155, 32.17, 32.17, -4987.12, 0.0
2024-10-01 10:37:00-04:00, BUY, JD, 121, 41.05, 41.06, -4967.05, 0.0
2024-10-01 10:38:00-04:00, SELL, FXI, 155, 32.2, 32.17, 4991.77, 4.65
2024-10-01 10:38:00-04:00, SELL, XLI, 37, 135.02, 134.98, 4995.92, 1.67
2024-10-01 10:38:00-04:00, SELL, IWD, 52, 188.99, 188.42, 9827.48, 29.64
2024-10-01 10:38:00-04:00, BUY, JD, 121, 41.12, 41.06, -4976.12, 0.0
2024-10-01 10:38:00-04:00, BUY, XLU, 61, 81.17, 81.17, -4951.07, 0.0
2024-10-01 10:39:00-04:00, SELL, XLU, 61, 81.14, 81.17, 4949.24, -1.83
2024-10-01 10:39:00-04:00, BUY, FXI, 155, 32.23, 32.23, -4995.65, 0.0
2024-10-01 10:39:00-04:00, BUY, XLI, 37, 134.97, 134.97, -4993.89, 0.0
2024-10-01 10:40:00-04:00, SELL, FXI, 155, 32.24, 32.23, 4996.42, 0.78
2024-10-01 10:40:00-04:00, BUY, XLU, 61, 81.15, 81.15, -4950.15, 0.0
2024-10-01 10:40:00-04:00, BUY, LMT, 8, 601.98, 601.98, -4815.8, 0.0
2024-10-01 10:41:00-04:00, SELL, LMT, 8, 602.8, 601.98, 4822.4, 6.6
2024-10-01 10:41:00-04:00, SELL, JD, 363, 41.38, 41.08, 15020.94, 109.51
2024-10-01 10:41:00-04:00, SELL, XLI, 37, 135.06, 134.97, 4997.22, 3.33
2024-10-01 10:41:00-04:00, SELL, XLU, 61, 81.22, 81.15, 4954.12, 3.96
2024-10-01 10:41:00-04:00, BUY, FXI, 154, 32.3, 32.3, -4974.15, 0.0
2024-10-01 10:41:00-04:00, BUY, APO, 38, 128.42, 128.42, -4880.04, 0.0
2024-10-01 10:42:00-04:00, SELL, APO, 38, 128.46, 128.42, 4881.55, 1.52
2024-10-01 10:42:00-04:00, SELL, FXI, 154, 32.35, 32.3, 4981.9, 7.75
2024-10-01 10:42:00-04:00, BUY, JD, 120, 41.38, 41.38, -4965.0, 0.0
2024-10-01 10:42:00-04:00, BUY, XLU, 61, 81.22, 81.22, -4954.42, 0.0
2024-10-01 10:43:00-04:00, SELL, XLU, 61, 81.23, 81.22, 4955.03, 0.61
2024-10-01 10:43:00-04:00, BUY, FXI, 154, 32.32, 32.32, -4977.28, 0.0
2024-10-01 10:43:00-04:00, BUY, JD, 121, 41.34, 41.38, -5002.74, 0.0
2024-10-01 10:44:00-04:00, SELL, FXI, 154, 32.29, 32.32, 4972.66, -4.62
2024-10-01 10:44:00-04:00, BUY, JD, 121, 41.36, 41.36, -5004.52, 0.0
2024-10-01 10:44:00-04:00, BUY, XLI, 37, 134.99, 134.99, -4994.63, 0.0
2024-10-01 10:45:00-04:00, SELL, XLI, 37, 135.04, 134.99, 4996.48, 1.85
2024-10-01 10:45:00-04:00, BUY, FXI, 155, 32.28, 32.28, -5002.62, 0.0
2024-10-01 10:45:00-04:00, BUY, XLU, 61, 81.2, 81.2, -4953.2, 0.0
2024-10-01 10:46:00-04:00, SELL, FXI, 155, 32.26, 32.28, 5000.3, -2.33
2024-10-01 10:46:00-04:00, SELL, XLU, 61, 81.2, 81.2, 4953.2, 0.0
2024-10-01 10:46:00-04:00, BUY, XLI, 37, 135.06, 135.06, -4997.22, 0.0
2024-10-01 10:46:00-04:00, BUY, LMT, 8, 601.8, 601.8, -4814.4, 0.0
2024-10-01 10:47:00-04:00, SELL, LMT, 8, 602.06, 601.8, 4816.48, 2.08
2024-10-01 10:47:00-04:00, BUY, FXI, 155, 32.26, 32.26, -5000.3, 0.0
2024-10-01 10:47:00-04:00, BUY, XLI, 37, 135.01, 135.06, -4995.37, 0.0
2024-10-01 10:48:00-04:00, SELL, FXI, 155, 32.22, 32.26, 4993.33, -6.97
2024-10-01 10:48:00-04:00, BUY, XLI, 37, 135.01, 135.04, -4995.37, 0.0
2024-10-01 10:48:00-04:00, BUY, LMT, 8, 601.8, 601.8, -4814.44, 0.0
2024-10-01 10:49:00-04:00, SELL, LMT, 8, 601.65, 601.8, 4813.2, -1.24
2024-10-01 10:49:00-04:00, BUY, FXI, 155, 32.22, 32.22, -4994.88, 0.0
2024-10-01 10:49:00-04:00, BUY, XLU, 61, 81.17, 81.17, -4951.07, 0.0
2024-10-01 10:50:00-04:00, SELL, XLI, 111, 134.85, 135.03, 14968.35, -19.61
2024-10-01 10:50:00-04:00, SELL, FXI, 155, 32.22, 32.22, 4994.1, -0.78
2024-10-01 10:50:00-04:00, SELL, XLU, 61, 81.14, 81.17, 4949.84, -1.22
2024-10-01 10:50:00-04:00, BUY, LMT, 8, 600.47, 600.47, -4803.74, 0.0
2024-10-01 10:50:00-04:00, BUY, WMT, 61, 80.8, 80.8, -4928.56, 0.0
