시간, 매매, 종목, 수량, 현재가, 평균가, 현금변화, 이익
2024-12-24 13:02:05, BUY, AAPL, 18, 258.23, 258.23, -4648.14, 0.0
2024-12-24 13:06:05, SELL, BA, 26.0, 179.29, 179.23, 4661.54, 1.54
2024-12-24 13:09:05, SELL, RGTI, 1043.0, 11.33, 9.08, 11817.19, 2349.32
2024-12-24 13:15:05, SELL, GBTC, 54.0, 78.73, 85.44, 4251.42, -362.38
2024-12-24 14:33:05, SELL, V, 42.0, 321.0, 320.93, 13481.82, 2.76
2024-12-24 15:56:05, SELL, PLTR, 171.0, 82.56, 82.06, 14117.76, 86.07
